"","Pathway","Gene","Level"
"2961","OXPHOS subunits","Ndufb6","Pathway_Level2"
"2962","Metabolism","Amt","Pathway_Level1"
"2963","Lipid metabolism","Hadh","Pathway_Level2"
"2964","Amino acid metabolism","Prodh2","Pathway_Level2"
"2965","Metals and cofactors","Mtarc2","Pathway_Level2"
"2966","Small molecule transport","Slc25a53","Pathway_Level1"
"2967","Mitochondrial dynamics and surveillance","Oma1","Pathway_Level1"
"2968","Mitochondrial central dogma","Mrpl2","Pathway_Level1"
"2969","mtRNA metabolism","Ybey","Pathway_Level2"
"2970","Translation","Mrpl45","Pathway_Level2"
"2971","Mitochondrial ribosome","Mrps33","Pathway_Level3"
"2972","Protein import, sorting and homeostasis","Tomm22","Pathway_Level1"
"2973","OXPHOS","mt-Atp8","Pathway_Level1"
"2974","OXPHOS subunits","Ndufb7","Pathway_Level2"
"2975","Metabolism","Antkmt","Pathway_Level1"
"2976","Lipid metabolism","Hadha","Pathway_Level2"
"2977","Amino acid metabolism","Pycr1","Pathway_Level2"
"2978","Metals and cofactors","Nadk2","Pathway_Level2"
"2979","Small molecule transport","Slc25a54","Pathway_Level1"
"2980","Mitochondrial dynamics and surveillance","Opa1","Pathway_Level1"
"2981","Mitochondrial central dogma","Mrpl20","Pathway_Level1"
"2982","mtRNA metabolism","Yrdc","Pathway_Level2"
"2983","Translation","Mrpl46","Pathway_Level2"
"2984","Mitochondrial ribosome","Mrps34","Pathway_Level3"
"2985","Protein import, sorting and homeostasis","Tomm34","Pathway_Level1"
"2986","OXPHOS","mt-Co1","Pathway_Level1"
"2987","OXPHOS subunits","Ndufb8","Pathway_Level2"
"2988","Metabolism","Arg2","Pathway_Level1"
"2989","Lipid metabolism","Hadhb","Pathway_Level2"
"2990","Amino acid metabolism","Pycr2","Pathway_Level2"
"2991","Metals and cofactors","Naxd","Pathway_Level2"
"2992","Small molecule transport","Slc30a9","Pathway_Level1"
"2993","Mitochondrial dynamics and surveillance","Park7","Pathway_Level1"
"2994","Mitochondrial central dogma","Mrpl21","Pathway_Level1"
"2995","Translation","Mrpl47","Pathway_Level2"
"2996","Mitochondrial ribosome","Mrps35","Pathway_Level3"
"2997","Protein import, sorting and homeostasis","Tomm40","Pathway_Level1"
"2998","OXPHOS","mt-Co2","Pathway_Level1"
"2999","OXPHOS subunits","Ndufb9","Pathway_Level2"
"3000","Metabolism","Auh","Pathway_Level1"
"3001","Lipid metabolism","Hao2","Pathway_Level2"
"3002","Amino acid metabolism","Sardh","Pathway_Level2"
"3003","Metals and cofactors","Naxe","Pathway_Level2"
"3004","Small molecule transport","Slc8b1","Pathway_Level1"
"3005","Mitochondrial dynamics and surveillance","Parl","Pathway_Level1"
"3006","Mitochondrial central dogma","Mrpl22","Pathway_Level1"
"3007","Translation","Mrpl48","Pathway_Level2"
"3008","Mitochondrial ribosome","Mrps36","Pathway_Level3"
"3009","Protein import, sorting and homeostasis","Tomm40l","Pathway_Level1"
"3010","OXPHOS","mt-Co3","Pathway_Level1"
"3011","OXPHOS subunits","Ndufc1","Pathway_Level2"
"3012","Metabolism","Bcat2","Pathway_Level1"
"3013","Lipid metabolism","Hint2","Pathway_Level2"
"3014","Amino acid metabolism","Sdsl","Pathway_Level2"
"3015","Metals and cofactors","Ndufab1","Pathway_Level2"
"3016","Small molecule transport","Smdt1","Pathway_Level1"
"3017","Mitochondrial dynamics and surveillance","Pgam5","Pathway_Level1"
"3018","Mitochondrial central dogma","Mrpl23","Pathway_Level1"
"3019","Translation","Mrpl49","Pathway_Level2"
"3020","Mitochondrial ribosome","Mrps5","Pathway_Level3"
"3021","Protein import, sorting and homeostasis","Tomm5","Pathway_Level1"
"3022","OXPHOS","mt-Cytb","Pathway_Level1"
"3023","OXPHOS subunits","Ndufc2","Pathway_Level2"
"3024","Metabolism","Bckdha","Pathway_Level1"
"3025","Lipid metabolism","Hsd17b10","Pathway_Level2"
"3026","Amino acid metabolism","Sfxn1","Pathway_Level2"
"3027","Metals and cofactors","Ndufs1","Pathway_Level2"
"3028","Small molecule transport","Stard7","Pathway_Level1"
"3029","Mitochondrial dynamics and surveillance","Pigbos1","Pathway_Level1"
"3030","Mitochondrial central dogma","Mrpl24","Pathway_Level1"
"3031","Translation","Mrpl50","Pathway_Level2"
"3032","Mitochondrial ribosome","Mrps6","Pathway_Level3"
"3033","Protein import, sorting and homeostasis","Tomm6","Pathway_Level1"
"3034","OXPHOS","mt-Nd1","Pathway_Level1"
"3035","OXPHOS subunits","Ndufs1","Pathway_Level2"
"3036","Metabolism","Bckdhb","Pathway_Level1"
"3037","Lipid metabolism","Hsd17b4","Pathway_Level2"
"3038","Amino acid metabolism","Sfxn3","Pathway_Level2"
"3039","Metals and cofactors","Ndufs2","Pathway_Level2"
"3040","Small molecule transport","Ucp1","Pathway_Level1"
"3041","Mitochondrial dynamics and surveillance","Pink1","Pathway_Level1"
"3042","Mitochondrial central dogma","Mrpl27","Pathway_Level1"
"3043","Translation","Mrpl51","Pathway_Level2"
"3044","Mitochondrial ribosome","Mrps7","Pathway_Level3"
"3045","Protein import, sorting and homeostasis","Tomm7","Pathway_Level1"
"3046","OXPHOS","mt-Nd2","Pathway_Level1"
"3047","OXPHOS subunits","Ndufs2","Pathway_Level2"
"3048","Metabolism","Bckdk","Pathway_Level1"
"3049","Lipid metabolism","Htd2","Pathway_Level2"
"3050","Amino acid metabolism","Shmt2","Pathway_Level2"
"3051","Metals and cofactors","Ndufs7","Pathway_Level2"
"3052","Small molecule transport","Ucp2","Pathway_Level1"
"3053","Mitochondrial dynamics and surveillance","Pld6","Pathway_Level1"
"3054","Mitochondrial central dogma","Mrpl28","Pathway_Level1"
"3055","Translation","Mrpl52","Pathway_Level2"
"3056","Mitochondrial ribosome","Mrps9","Pathway_Level3"
"3057","Protein import, sorting and homeostasis","Tomm70a","Pathway_Level1"
"3058","OXPHOS","mt-Nd3","Pathway_Level1"
"3059","OXPHOS subunits","Ndufs3","Pathway_Level2"
"3060","Metabolism","Bco2","Pathway_Level1"
"3061","Lipid metabolism","Idi1","Pathway_Level2"
"3062","Amino acid metabolism","Slc25a12","Pathway_Level2"
"3063","Metals and cofactors","Ndufs8","Pathway_Level2"
"3064","Small molecule transport","Ucp3","Pathway_Level1"
"3065","Mitochondrial dynamics and surveillance","Pmaip1","Pathway_Level1"
"3066","Mitochondrial central dogma","Mrpl3","Pathway_Level1"
"3067","Translation","Mrpl53","Pathway_Level2"
"3068","Mitochondrial ribosome","Ptcd3","Pathway_Level3"
"3069","Protein import, sorting and homeostasis","Trap1","Pathway_Level1"
"3070","OXPHOS","mt-Nd4","Pathway_Level1"
"3071","OXPHOS subunits","Ndufs4","Pathway_Level2"
"3072","Metabolism","Bdh1","Pathway_Level1"
"3073","Lipid metabolism","Lactb","Pathway_Level2"
"3074","Amino acid metabolism","Slc25a13","Pathway_Level2"
"3075","Metals and cofactors","Ndufv1","Pathway_Level2"
"3076","Small molecule transport","Vdac1","Pathway_Level1"
"3077","Mitochondrial dynamics and surveillance","Prkn","Pathway_Level1"
"3078","Mitochondrial central dogma","Mrpl30","Pathway_Level1"
"3079","Translation","Mrpl54","Pathway_Level2"
"3080","Protein import, sorting and homeostasis","Uqcrc1","Pathway_Level1"
"3081","OXPHOS","mt-Nd4l","Pathway_Level1"
"3082","OXPHOS subunits","Ndufs5","Pathway_Level2"
"3083","Metabolism","Bola1","Pathway_Level1"
"3084","Lipid metabolism","Lias","Pathway_Level2"
"3085","Amino acid metabolism","Slc25a15","Pathway_Level2"
"3086","Metals and cofactors","Ndufv2","Pathway_Level2"
"3087","Small molecule transport","Vdac2","Pathway_Level1"
"3088","Mitochondrial dynamics and surveillance","Rab24","Pathway_Level1"
"3089","Mitochondrial central dogma","Mrpl32","Pathway_Level1"
"3090","Translation","Mrpl55","Pathway_Level2"
"3091","Protein import, sorting and homeostasis","Uqcrc2","Pathway_Level1"
"3092","OXPHOS","mt-Nd5","Pathway_Level1"
"3093","OXPHOS subunits","Ndufs6","Pathway_Level2"
"3094","Metabolism","Bola3","Pathway_Level1"
"3095","Lipid metabolism","Lipt1","Pathway_Level2"
"3096","Amino acid metabolism","Slc25a2","Pathway_Level2"
"3097","Metals and cofactors","Nfs1","Pathway_Level2"
"3098","Small molecule transport","Vdac3","Pathway_Level1"
"3099","Mitochondrial dynamics and surveillance","Rhot1","Pathway_Level1"
"3100","Mitochondrial central dogma","Mrpl33","Pathway_Level1"
"3101","Translation","Mrpl57","Pathway_Level2"
"3102","Protein import, sorting and homeostasis","Usp30","Pathway_Level1"
"3103","OXPHOS","mt-Nd6","Pathway_Level1"
"3104","OXPHOS subunits","Ndufs7","Pathway_Level2"
"3105","Metabolism","Bphl","Pathway_Level1"
"3106","Lipid metabolism","Lipt2","Pathway_Level2"
"3107","Amino acid metabolism","Slc25a21","Pathway_Level2"
"3108","Metals and cofactors","Nfu1","Pathway_Level2"
"3109","Mitochondrial dynamics and surveillance","Rhot2","Pathway_Level1"
"3110","Mitochondrial central dogma","Mrpl34","Pathway_Level1"
"3111","Translation","Mrpl58","Pathway_Level2"
"3112","Protein import, sorting and homeostasis","Xpnpep3","Pathway_Level1"
"3113","OXPHOS","Ndufa1","Pathway_Level1"
"3114","OXPHOS subunits","Ndufs8","Pathway_Level2"
"3115","Metabolism","Car5a","Pathway_Level1"
"3116","Lipid metabolism","Lypla1","Pathway_Level2"
"3117","Amino acid metabolism","Slc25a29","Pathway_Level2"
"3118","Metals and cofactors","Nmnat3","Pathway_Level2"
"3119","Mitochondrial dynamics and surveillance","Rmdn3","Pathway_Level1"
"3120","Mitochondrial central dogma","Mrpl35","Pathway_Level1"
"3121","Translation","Mrpl9","Pathway_Level2"
"3122","Protein import, sorting and homeostasis","Yme1l1","Pathway_Level1"
"3123","OXPHOS","Ndufa10","Pathway_Level1"
"3124","OXPHOS subunits","Ndufv1","Pathway_Level2"
"3125","Metabolism","Car5b","Pathway_Level1"
"3126","Lipid metabolism","Lyplal1","Pathway_Level2"
"3127","Amino acid metabolism","Slc25a38","Pathway_Level2"
"3128","Metals and cofactors","Nnt","Pathway_Level2"
"3129","Mitochondrial dynamics and surveillance","Samm50","Pathway_Level1"
"3130","Mitochondrial central dogma","Mrpl36","Pathway_Level1"
"3131","Translation","Mrps10","Pathway_Level2"
"3132","OXPHOS","Ndufa11","Pathway_Level1"
"3133","OXPHOS subunits","Ndufv2","Pathway_Level2"
"3134","Metabolism","Cat","Pathway_Level1"
"3135","Lipid metabolism","Mcat","Pathway_Level2"
"3136","Amino acid metabolism","Slc25a44","Pathway_Level2"
"3137","Metals and cofactors","Noct","Pathway_Level2"
"3138","Mitochondrial dynamics and surveillance","Septin4","Pathway_Level1"
"3139","Mitochondrial central dogma","Mrpl37","Pathway_Level1"
"3140","Translation","Mrps11","Pathway_Level2"
"3141","OXPHOS","Ndufa12","Pathway_Level1"
"3142","OXPHOS subunits","Ndufv3","Pathway_Level2"
"3143","Metabolism","Cbr2","Pathway_Level1"
"3144","Lipid metabolism","Mcee","Pathway_Level2"
"3145","Amino acid metabolism","Sugct","Pathway_Level2"
"3146","Metals and cofactors","Nthl1","Pathway_Level2"
"3147","Mitochondrial dynamics and surveillance","Slc25a46","Pathway_Level1"
"3148","Mitochondrial central dogma","Mrpl38","Pathway_Level1"
"3149","Translation","Mrps12","Pathway_Level2"
"3150","OXPHOS","Ndufa13","Pathway_Level1"
"3151","OXPHOS subunits","Sdha","Pathway_Level2"
"3152","Metabolism","Cbr3","Pathway_Level1"
"3153","Lipid metabolism","Mecr","Pathway_Level2"
"3154","Metals and cofactors","Nubpl","Pathway_Level2"
"3155","Mitochondrial dynamics and surveillance","Snap29","Pathway_Level1"
"3156","Mitochondrial central dogma","Mrpl39","Pathway_Level1"
"3157","Translation","Mrps14","Pathway_Level2"
"3158","OXPHOS","Ndufa2","Pathway_Level1"
"3159","OXPHOS subunits","Sdhb","Pathway_Level2"
"3160","Metabolism","Cbr4","Pathway_Level1"
"3161","Lipid metabolism","Mgst3","Pathway_Level2"
"3162","Metals and cofactors","Nudt13","Pathway_Level2"
"3163","Mitochondrial dynamics and surveillance","Sphk2","Pathway_Level1"
"3164","Mitochondrial central dogma","Mrpl4","Pathway_Level1"
"3165","Translation","Mrps15","Pathway_Level2"
"3166","OXPHOS","Ndufa3","Pathway_Level1"
"3167","OXPHOS subunits","Sdhc","Pathway_Level2"
"3168","Metabolism","Chchd7","Pathway_Level1"
"3169","Lipid metabolism","Mlycd","Pathway_Level2"
"3170","Metals and cofactors","Nudt19","Pathway_Level2"
"3171","Mitochondrial dynamics and surveillance","Spire1","Pathway_Level1"
"3172","Mitochondrial central dogma","Mrpl40","Pathway_Level1"
"3173","Translation","Mrps16","Pathway_Level2"
"3174","OXPHOS","Ndufa4","Pathway_Level1"
"3175","OXPHOS subunits","Sdhd","Pathway_Level2"
"3176","Metabolism","Chdh","Pathway_Level1"
"3177","Lipid metabolism","Mmut","Pathway_Level2"
"3178","Metals and cofactors","Nudt8","Pathway_Level2"
"3179","Mitochondrial dynamics and surveillance","Stx17","Pathway_Level1"
"3180","Mitochondrial central dogma","Mrpl41","Pathway_Level1"
"3181","Translation","Mrps17","Pathway_Level2"
"3182","OXPHOS","Ndufa5","Pathway_Level1"
"3183","OXPHOS subunits","Uqcr10","Pathway_Level2"
"3184","Metabolism","Chpt1","Pathway_Level1"
"3185","Lipid metabolism","Ndufab1","Pathway_Level2"
"3186","Metals and cofactors","Pank2","Pathway_Level2"
"3187","Mitochondrial dynamics and surveillance","Styxl1","Pathway_Level1"
"3188","Mitochondrial central dogma","Mrpl42","Pathway_Level1"
"3189","Translation","Mrps18a","Pathway_Level2"
"3190","OXPHOS","Ndufa6","Pathway_Level1"
"3191","OXPHOS subunits","Uqcr11","Pathway_Level2"
"3192","Metabolism","Cisd1","Pathway_Level1"
"3193","Lipid metabolism","Osbpl1a","Pathway_Level2"
"3194","Metals and cofactors","Pcbd2","Pathway_Level2"
"3195","Mitochondrial dynamics and surveillance","Synj2bp","Pathway_Level1"
"3196","Mitochondrial central dogma","Mrpl43","Pathway_Level1"
"3197","Translation","Mrps18b","Pathway_Level2"
"3198","OXPHOS","Ndufa7","Pathway_Level1"
"3199","OXPHOS subunits","Uqcrb","Pathway_Level2"
"3200","Metabolism","Cisd3","Pathway_Level1"
"3201","Lipid metabolism","Oxsm","Pathway_Level2"
"3202","Metals and cofactors","Pdss1","Pathway_Level2"
"3203","Mitochondrial dynamics and surveillance","Tmem11","Pathway_Level1"
"3204","Mitochondrial central dogma","Mrpl44","Pathway_Level1"
"3205","Translation","Mrps18c","Pathway_Level2"
"3206","OXPHOS","Ndufa8","Pathway_Level1"
"3207","OXPHOS subunits","Uqcrc1","Pathway_Level2"
"3208","Metabolism","Ckmt1","Pathway_Level1"
"3209","Lipid metabolism","Pcca","Pathway_Level2"
"3210","Metals and cofactors","Pdss2","Pathway_Level2"
"3211","Mitochondrial dynamics and surveillance","Tomm20","Pathway_Level1"
"3212","Mitochondrial central dogma","Mrpl45","Pathway_Level1"
"3213","Translation","Mrps2","Pathway_Level2"
"3214","OXPHOS","Ndufa9","Pathway_Level1"
"3215","OXPHOS subunits","Uqcrc2","Pathway_Level2"
"3216","Metabolism","Ckmt2","Pathway_Level1"
"3217","Lipid metabolism","Pccb","Pathway_Level2"
"3218","Metals and cofactors","Ppox","Pathway_Level2"
"3219","Mitochondrial dynamics and surveillance","Tomm7","Pathway_Level1"
"3220","Mitochondrial central dogma","Mrpl46","Pathway_Level1"
"3221","Translation","Mrps21","Pathway_Level2"
"3222","OXPHOS","Ndufab1","Pathway_Level1"
"3223","OXPHOS subunits","Uqcrfs1","Pathway_Level2"
"3224","Metabolism","Clybl","Pathway_Level1"
"3225","Lipid metabolism","Pgs1","Pathway_Level2"
"3226","Metals and cofactors","Qdpr","Pathway_Level2"
"3227","Mitochondrial dynamics and surveillance","Usp30","Pathway_Level1"
"3228","Mitochondrial central dogma","Mrpl47","Pathway_Level1"
"3229","Translation","Mrps22","Pathway_Level2"
"3230","OXPHOS","Ndufaf1","Pathway_Level1"
"3231","OXPHOS subunits","Uqcrh","Pathway_Level2"
"3232","Metabolism","Cmpk2","Pathway_Level1"
"3233","Lipid metabolism","Phyh","Pathway_Level2"
"3234","Metals and cofactors","Rsad1","Pathway_Level2"
"3235","Mitochondrial dynamics and surveillance","Vdac1","Pathway_Level1"
"3236","Mitochondrial central dogma","Mrpl48","Pathway_Level1"
"3237","Translation","Mrps23","Pathway_Level2"
"3238","OXPHOS","Ndufaf2","Pathway_Level1"
"3239","OXPHOS subunits","Uqcrq","Pathway_Level2"
"3240","Metabolism","Coasy","Pathway_Level1"
"3241","Lipid metabolism","Pisd","Pathway_Level2"
"3242","Metals and cofactors","Sco1","Pathway_Level2"
"3243","Mitochondrial dynamics and surveillance","Vps13d","Pathway_Level1"
"3244","Mitochondrial central dogma","Mrpl49","Pathway_Level1"
"3245","Translation","Mrps24","Pathway_Level2"
"3246","OXPHOS","Ndufaf3","Pathway_Level1"
"3247","Metabolism","Comt","Pathway_Level1"
"3248","Lipid metabolism","Pld6","Pathway_Level2"
"3249","Metals and cofactors","Sco2","Pathway_Level2"
"3250","Mitochondrial central dogma","Mrpl50","Pathway_Level1"
"3251","Translation","Mrps25","Pathway_Level2"
"3252","OXPHOS","Ndufaf4","Pathway_Level1"
"3253","Metabolism","Coq10a","Pathway_Level1"
"3254","Lipid metabolism","Plscr3","Pathway_Level2"
"3255","Metals and cofactors","Sdhb","Pathway_Level2"
"3256","Mitochondrial central dogma","Mrpl51","Pathway_Level1"
"3257","Translation","Mrps26","Pathway_Level2"
"3258","OXPHOS","Ndufaf5","Pathway_Level1"
"3259","Metabolism","Coq10b","Pathway_Level1"
"3260","Lipid metabolism","Pnpla8","Pathway_Level2"
"3261","Metals and cofactors","Sdhc","Pathway_Level2"
"3262","Mitochondrial central dogma","Mrpl52","Pathway_Level1"
"3263","Translation","Mrps27","Pathway_Level2"
"3264","OXPHOS","Ndufaf6","Pathway_Level1"
"3265","Metabolism","Coq2","Pathway_Level1"
"3266","Lipid metabolism","Prdx6","Pathway_Level2"
"3267","Metals and cofactors","Sdhd","Pathway_Level2"
"3268","Mitochondrial central dogma","Mrpl53","Pathway_Level1"
"3269","Translation","Mrps28","Pathway_Level2"
"3270","OXPHOS","Ndufaf7","Pathway_Level1"
"3271","Metabolism","Coq3","Pathway_Level1"
"3272","Lipid metabolism","Prelid1","Pathway_Level2"
"3273","Metals and cofactors","Sirt3","Pathway_Level2"
"3274","Mitochondrial central dogma","Mrpl54","Pathway_Level1"
"3275","Translation","Mrps30","Pathway_Level2"
"3276","OXPHOS","Ndufaf8","Pathway_Level1"
"3277","Metabolism","Coq4","Pathway_Level1"
"3278","Lipid metabolism","Prelid3a","Pathway_Level2"
"3279","Metals and cofactors","Sirt4","Pathway_Level2"
"3280","Mitochondrial central dogma","Mrpl55","Pathway_Level1"
"3281","Translation","Mrps31","Pathway_Level2"
"3282","OXPHOS","Ndufb10","Pathway_Level1"
"3283","Metabolism","Coq5","Pathway_Level1"
"3284","Lipid metabolism","Prelid3b","Pathway_Level2"
"3285","Metals and cofactors","Sirt5","Pathway_Level2"
"3286","Mitochondrial central dogma","Mrpl57","Pathway_Level1"
"3287","Translation","Mrps33","Pathway_Level2"
"3288","OXPHOS","Ndufb11","Pathway_Level1"
"3289","Metabolism","Coq6","Pathway_Level1"
"3290","Lipid metabolism","Ptges2","Pathway_Level2"
"3291","Metals and cofactors","Slc25a20","Pathway_Level2"
"3292","Mitochondrial central dogma","Mrpl58","Pathway_Level1"
"3293","Translation","Mrps34","Pathway_Level2"
"3294","OXPHOS","Ndufb2","Pathway_Level1"
"3295","Metabolism","Coq7","Pathway_Level1"
"3296","Lipid metabolism","Ptpmt1","Pathway_Level2"
"3297","Metals and cofactors","Slc25a28","Pathway_Level2"
"3298","Mitochondrial central dogma","Mrpl9","Pathway_Level1"
"3299","Translation","Mrps35","Pathway_Level2"
"3300","OXPHOS","Ndufb3","Pathway_Level1"
"3301","Metabolism","Coq8a","Pathway_Level1"
"3302","Lipid metabolism","Scp2","Pathway_Level2"
"3303","Metals and cofactors","Slc25a3","Pathway_Level2"
"3304","Mitochondrial central dogma","Mrps10","Pathway_Level1"
"3305","Translation","Mrps36","Pathway_Level2"
"3306","OXPHOS","Ndufb4","Pathway_Level1"
"3307","Metabolism","Coq8b","Pathway_Level1"
"3308","Lipid metabolism","Serac1","Pathway_Level2"
"3309","Metals and cofactors","Slc25a37","Pathway_Level2"
"3310","Mitochondrial central dogma","Mrps11","Pathway_Level1"
"3311","Translation","Mrps5","Pathway_Level2"
"3312","OXPHOS","Ndufb5","Pathway_Level1"
"3313","Metabolism","Coq9","Pathway_Level1"
"3314","Lipid metabolism","Slc25a1","Pathway_Level2"
"3315","Metals and cofactors","Slc25a38","Pathway_Level2"
"3316","Mitochondrial central dogma","Mrps12","Pathway_Level1"
"3317","Translation","Mrps6","Pathway_Level2"
"3318","OXPHOS","Ndufb6","Pathway_Level1"
"3319","Metabolism","Cox10","Pathway_Level1"
"3320","Lipid metabolism","Slc25a20","Pathway_Level2"
"3321","Metals and cofactors","Slc25a42","Pathway_Level2"
"3322","Mitochondrial central dogma","Mrps14","Pathway_Level1"
"3323","Translation","Mrps7","Pathway_Level2"
"3324","OXPHOS","Ndufb7","Pathway_Level1"
"3325","Metabolism","Cox11","Pathway_Level1"
"3326","Lipid metabolism","Sphk2","Pathway_Level2"
"3327","Metals and cofactors","Slc25a51","Pathway_Level2"
"3328","Mitochondrial central dogma","Mrps15","Pathway_Level1"
"3329","Translation","Mrps9","Pathway_Level2"
"3330","OXPHOS","Ndufb8","Pathway_Level1"
"3331","Metabolism","Cox15","Pathway_Level1"
"3332","Lipid metabolism","Sptlc2","Pathway_Level2"
"3333","Metals and cofactors","Spr","Pathway_Level2"
"3334","Mitochondrial central dogma","Mrps16","Pathway_Level1"
"3335","Translation","Mrrf","Pathway_Level2"
"3336","OXPHOS","Ndufb9","Pathway_Level1"
"3337","Metabolism","Cox17","Pathway_Level1"
"3338","Lipid metabolism","Star","Pathway_Level2"
"3339","Metals and cofactors","Suox","Pathway_Level2"
"3340","Mitochondrial central dogma","Mrps17","Pathway_Level1"
"3341","Translation","Mterf1a","Pathway_Level2"
"3342","OXPHOS","Ndufc1","Pathway_Level1"
"3343","Metabolism","Cox19","Pathway_Level1"
"3344","Lipid metabolism","Stard7","Pathway_Level2"
"3345","Metals and cofactors","Tmlhe","Pathway_Level2"
"3346","Mitochondrial central dogma","Mrps18a","Pathway_Level1"
"3347","Translation","Mterf3","Pathway_Level2"
"3348","OXPHOS","Ndufc2","Pathway_Level1"
"3349","Metabolism","Cpox","Pathway_Level1"
"3350","Lipid metabolism","Tamm41","Pathway_Level2"
"3351","Metals and cofactors","Uqcrfs1","Pathway_Level2"
"3352","Mitochondrial central dogma","Mrps18b","Pathway_Level1"
"3353","Translation","Mterf4","Pathway_Level2"
"3354","OXPHOS","Ndufs1","Pathway_Level1"
"3355","Metabolism","Cps1","Pathway_Level1"
"3356","Lipid metabolism","Taz","Pathway_Level2"
"3357","Mitochondrial central dogma","Mrps18c","Pathway_Level1"
"3358","Translation","Mtfmt","Pathway_Level2"
"3359","OXPHOS","Ndufs2","Pathway_Level1"
"3360","Metabolism","Cpt1a","Pathway_Level1"
"3361","Lipid metabolism","Them4","Pathway_Level2"
"3362","Mitochondrial central dogma","Mrps2","Pathway_Level1"
"3363","Translation","Mtg1","Pathway_Level2"
"3364","OXPHOS","Ndufs3","Pathway_Level1"
"3365","Metabolism","Cpt1b","Pathway_Level1"
"3366","Lipid metabolism","Them5","Pathway_Level2"
"3367","Mitochondrial central dogma","Mrps21","Pathway_Level1"
"3368","Translation","Mtg2","Pathway_Level2"
"3369","OXPHOS","Ndufs4","Pathway_Level1"
"3370","Metabolism","Cpt1c","Pathway_Level1"
"3371","Lipid metabolism","Triap1","Pathway_Level2"
"3372","Mitochondrial central dogma","Mrps22","Pathway_Level1"
"3373","Translation","Mtif2","Pathway_Level2"
"3374","OXPHOS","Ndufs5","Pathway_Level1"
"3375","Metabolism","Cpt2","Pathway_Level1"
"3376","Lipid metabolism","Tspo","Pathway_Level2"
"3377","Mitochondrial central dogma","Mrps23","Pathway_Level1"
"3378","Translation","Mtif3","Pathway_Level2"
"3379","OXPHOS","Ndufs6","Pathway_Level1"
"3380","Metabolism","Crat","Pathway_Level1"
"3381","Lipid metabolism","Zadh2","Pathway_Level2"
"3382","Mitochondrial central dogma","Mrps24","Pathway_Level1"
"3383","Translation","Mtres1","Pathway_Level2"
"3384","OXPHOS","Ndufs7","Pathway_Level1"
"3385","Metabolism","Crls1","Pathway_Level1"
"3386","Mitochondrial central dogma","Mrps25","Pathway_Level1"
"3387","Translation","Mtrf1","Pathway_Level2"
"3388","OXPHOS","Ndufs8","Pathway_Level1"
"3389","Metabolism","Crot","Pathway_Level1"
"3390","Mitochondrial central dogma","Mrps26","Pathway_Level1"
"3391","Translation","Mtrf1l","Pathway_Level2"
"3392","OXPHOS","Ndufv1","Pathway_Level1"
"3393","Metabolism","Cs","Pathway_Level1"
"3394","Mitochondrial central dogma","Mrps27","Pathway_Level1"
"3395","Translation","Nars2","Pathway_Level2"
"3396","OXPHOS","Ndufv2","Pathway_Level1"
"3397","Metabolism","Cyb5b","Pathway_Level1"
"3398","Mitochondrial central dogma","Mrps28","Pathway_Level1"
"3399","Translation","Ngrn","Pathway_Level2"
"3400","OXPHOS","Ndufv3","Pathway_Level1"
"3401","Metabolism","Cyb5r3","Pathway_Level1"
"3402","Mitochondrial central dogma","Mrps30","Pathway_Level1"
"3403","Translation","Noa1","Pathway_Level2"
"3404","OXPHOS","Nubpl","Pathway_Level1"
"3405","Metabolism","Cyc1","Pathway_Level1"
"3406","Mitochondrial central dogma","Mrps31","Pathway_Level1"
"3407","Translation","Nsun4","Pathway_Level2"
"3408","OXPHOS","Pet100","Pathway_Level1"
"3409","Metabolism","Cycs","Pathway_Level1"
"3410","Mitochondrial central dogma","Mrps33","Pathway_Level1"
"3411","Translation","Oxa1l","Pathway_Level2"
"3412","OXPHOS","Pet117","Pathway_Level1"
"3413","Metabolism","Cyct","Pathway_Level1"
"3414","Mitochondrial central dogma","Mrps34","Pathway_Level1"
"3415","Translation","Pars2","Pathway_Level2"
"3416","OXPHOS","Pnkd","Pathway_Level1"
"3417","Metabolism","Cyp11a1","Pathway_Level1"
"3418","Mitochondrial central dogma","Mrps35","Pathway_Level1"
"3419","Translation","Pdf","Pathway_Level2"
"3420","OXPHOS","Rab5if","Pathway_Level1"
"3421","Metabolism","Cyp11b1","Pathway_Level1"
"3422","Mitochondrial central dogma","Mrps36","Pathway_Level1"
"3423","Translation","Ppa2","Pathway_Level2"
"3424","OXPHOS","Sco1","Pathway_Level1"
"3425","Metabolism","Cyp11b2","Pathway_Level1"
"3426","Mitochondrial central dogma","Mrps5","Pathway_Level1"
"3427","Translation","Ptcd3","Pathway_Level2"
"3428","OXPHOS","Sco2","Pathway_Level1"
"3429","Metabolism","Cyp24a1","Pathway_Level1"
"3430","Mitochondrial central dogma","Mrps6","Pathway_Level1"
"3431","Translation","Pusl1","Pathway_Level2"
"3432","OXPHOS","Sdha","Pathway_Level1"
"3433","Metabolism","Cyp27a1","Pathway_Level1"
"3434","Mitochondrial central dogma","Mrps7","Pathway_Level1"
"3435","Translation","Qrsl1","Pathway_Level2"
"3436","OXPHOS","Sdhaf1","Pathway_Level1"
"3437","Metabolism","Cyp27b1","Pathway_Level1"
"3438","Mitochondrial central dogma","Mrps9","Pathway_Level1"
"3439","Translation","Rars2","Pathway_Level2"
"3440","OXPHOS","Sdhaf2","Pathway_Level1"
