"","Pathway","Gene","Level"
"2938","Mitochondrial dynamics and surveillance","MYO19","Pathway_Level1"
"2939","Mitochondrial central dogma","MRPL16","Pathway_Level1"
"2940","mtRNA metabolism","TRMU","Pathway_Level2"
"2941","Translation","MRPL42","Pathway_Level2"
"2942","Mitochondrial ribosome","MRPS28","Pathway_Level3"
"2943","Protein import, sorting and homeostasis","TOMM20L","Pathway_Level1"
"2944","OXPHOS","LYRM2","Pathway_Level1"
"2945","OXPHOS subunits","NDUFB4","Pathway_Level2"
"2946","Metabolism","ANTKMT","Pathway_Level1"
"2947","Carbohydrate metabolism","SUCLG1","Pathway_Level2"
"2948","Lipid metabolism","HADHB","Pathway_Level2"
"2949","Amino acid metabolism","OTC","Pathway_Level2"
"2950","Metals and cofactors","MT-CO1","Pathway_Level2"
"2951","Small molecule transport","SLC25A51","Pathway_Level1"
"2952","Mitochondrial dynamics and surveillance","NBR1","Pathway_Level1"
"2953","Mitochondrial central dogma","MRPL17","Pathway_Level1"
"2954","mtRNA metabolism","TRNT1","Pathway_Level2"
"2955","Translation","MRPL43","Pathway_Level2"
"2956","Mitochondrial ribosome","MRPS30","Pathway_Level3"
"2957","Protein import, sorting and homeostasis","TOMM22","Pathway_Level1"
"2958","OXPHOS","LYRM7","Pathway_Level1"
"2959","OXPHOS subunits","NDUFB5","Pathway_Level2"
"2960","Metabolism","ARG2","Pathway_Level1"
"2961","Carbohydrate metabolism","SUCLG2","Pathway_Level2"
"2962","Lipid metabolism","HAO2","Pathway_Level2"
"2963","Amino acid metabolism","PPM1K","Pathway_Level2"
"2964","Metals and cofactors","MT-CYB","Pathway_Level2"
"2965","Small molecule transport","SLC25A52","Pathway_Level1"
"2966","Mitochondrial dynamics and surveillance","NIPSNAP1","Pathway_Level1"
"2967","Mitochondrial central dogma","MRPL18","Pathway_Level1"
"2968","mtRNA metabolism","TRUB2","Pathway_Level2"
"2969","Translation","MRPL44","Pathway_Level2"
"2970","Mitochondrial ribosome","MRPS31","Pathway_Level3"
"2971","Protein import, sorting and homeostasis","TOMM34","Pathway_Level1"
"2972","OXPHOS","MT-ATP6","Pathway_Level1"
"2973","OXPHOS subunits","NDUFB6","Pathway_Level2"
"2974","Metabolism","AUH","Pathway_Level1"
"2975","Lipid metabolism","HINT2","Pathway_Level2"
"2976","Amino acid metabolism","PRODH","Pathway_Level2"
"2977","Metals and cofactors","MTARC1","Pathway_Level2"
"2978","Small molecule transport","SLC25A53","Pathway_Level1"
"2979","Mitochondrial dynamics and surveillance","NIPSNAP2","Pathway_Level1"
"2980","Mitochondrial central dogma","MRPL19","Pathway_Level1"
"2981","mtRNA metabolism","YBEY","Pathway_Level2"
"2982","Translation","MRPL45","Pathway_Level2"
"2983","Mitochondrial ribosome","MRPS33","Pathway_Level3"
"2984","Protein import, sorting and homeostasis","TOMM40","Pathway_Level1"
"2985","OXPHOS","MT-ATP8","Pathway_Level1"
"2986","OXPHOS subunits","NDUFB7","Pathway_Level2"
"2987","Metabolism","BCAT2","Pathway_Level1"
"2988","Lipid metabolism","HSD17B10","Pathway_Level2"
"2989","Amino acid metabolism","PRODH2","Pathway_Level2"
"2990","Metals and cofactors","MTARC2","Pathway_Level2"
"2991","Small molecule transport","SLC25A6","Pathway_Level1"
"2992","Mitochondrial dynamics and surveillance","OMA1","Pathway_Level1"
"2993","Mitochondrial central dogma","MRPL2","Pathway_Level1"
"2994","mtRNA metabolism","YRDC","Pathway_Level2"
"2995","Translation","MRPL46","Pathway_Level2"
"2996","Mitochondrial ribosome","MRPS34","Pathway_Level3"
"2997","Protein import, sorting and homeostasis","TOMM40L","Pathway_Level1"
"2998","OXPHOS","MT-CO1","Pathway_Level1"
"2999","OXPHOS subunits","NDUFB8","Pathway_Level2"
"3000","Metabolism","BCKDHA","Pathway_Level1"
"3001","Lipid metabolism","HSD17B4","Pathway_Level2"
"3002","Amino acid metabolism","PYCR1","Pathway_Level2"
"3003","Metals and cofactors","NADK2","Pathway_Level2"
"3004","Small molecule transport","SLC30A9","Pathway_Level1"
"3005","Mitochondrial dynamics and surveillance","OPA1","Pathway_Level1"
"3006","Mitochondrial central dogma","MRPL20","Pathway_Level1"
"3007","Translation","MRPL47","Pathway_Level2"
"3008","Mitochondrial ribosome","MRPS35","Pathway_Level3"
"3009","Protein import, sorting and homeostasis","TOMM5","Pathway_Level1"
"3010","OXPHOS","MT-CO2","Pathway_Level1"
"3011","OXPHOS subunits","NDUFB9","Pathway_Level2"
"3012","Metabolism","BCKDHB","Pathway_Level1"
"3013","Lipid metabolism","HSD17B8","Pathway_Level2"
"3014","Amino acid metabolism","PYCR2","Pathway_Level2"
"3015","Metals and cofactors","NAXD","Pathway_Level2"
"3016","Small molecule transport","SLC8B1","Pathway_Level1"
"3017","Mitochondrial dynamics and surveillance","PARK7","Pathway_Level1"
"3018","Mitochondrial central dogma","MRPL21","Pathway_Level1"
"3019","Translation","MRPL48","Pathway_Level2"
"3020","Mitochondrial ribosome","MRPS36","Pathway_Level3"
"3021","Protein import, sorting and homeostasis","TOMM6","Pathway_Level1"
"3022","OXPHOS","MT-CO3","Pathway_Level1"
"3023","OXPHOS subunits","NDUFC1","Pathway_Level2"
"3024","Metabolism","BCKDK","Pathway_Level1"
"3025","Lipid metabolism","HTD2","Pathway_Level2"
"3026","Amino acid metabolism","SARDH","Pathway_Level2"
"3027","Metals and cofactors","NAXE","Pathway_Level2"
"3028","Small molecule transport","SMDT1","Pathway_Level1"
"3029","Mitochondrial dynamics and surveillance","PARL","Pathway_Level1"
"3030","Mitochondrial central dogma","MRPL22","Pathway_Level1"
"3031","Translation","MRPL49","Pathway_Level2"
"3032","Mitochondrial ribosome","MRPS5","Pathway_Level3"
"3033","Protein import, sorting and homeostasis","TOMM7","Pathway_Level1"
"3034","OXPHOS","MT-CYB","Pathway_Level1"
"3035","OXPHOS subunits","NDUFC2","Pathway_Level2"
"3036","Metabolism","BCO2","Pathway_Level1"
"3037","Lipid metabolism","IDI1","Pathway_Level2"
"3038","Amino acid metabolism","SDSL","Pathway_Level2"
"3039","Metals and cofactors","NDUFAB1","Pathway_Level2"
"3040","Small molecule transport","STARD7","Pathway_Level1"
"3041","Mitochondrial dynamics and surveillance","PGAM5","Pathway_Level1"
"3042","Mitochondrial central dogma","MRPL23","Pathway_Level1"
"3043","Translation","MRPL50","Pathway_Level2"
"3044","Mitochondrial ribosome","MRPS6","Pathway_Level3"
"3045","Protein import, sorting and homeostasis","TOMM70","Pathway_Level1"
"3046","OXPHOS","MT-ND1","Pathway_Level1"
"3047","OXPHOS subunits","NDUFS1","Pathway_Level2"
"3048","Metabolism","BDH1","Pathway_Level1"
"3049","Lipid metabolism","LACTB","Pathway_Level2"
"3050","Amino acid metabolism","SFXN1","Pathway_Level2"
"3051","Metals and cofactors","NDUFS1","Pathway_Level2"
"3052","Small molecule transport","UCP1","Pathway_Level1"
"3053","Mitochondrial dynamics and surveillance","PIGBOS1","Pathway_Level1"
"3054","Mitochondrial central dogma","MRPL24","Pathway_Level1"
"3055","Translation","MRPL51","Pathway_Level2"
"3056","Mitochondrial ribosome","MRPS7","Pathway_Level3"
"3057","Protein import, sorting and homeostasis","TRAP1","Pathway_Level1"
"3058","OXPHOS","MT-ND2","Pathway_Level1"
"3059","OXPHOS subunits","NDUFS2","Pathway_Level2"
"3060","Metabolism","BOLA1","Pathway_Level1"
"3061","Lipid metabolism","LIAS","Pathway_Level2"
"3062","Amino acid metabolism","SFXN3","Pathway_Level2"
"3063","Metals and cofactors","NDUFS2","Pathway_Level2"
"3064","Small molecule transport","UCP2","Pathway_Level1"
"3065","Mitochondrial dynamics and surveillance","PINK1","Pathway_Level1"
"3066","Mitochondrial central dogma","MRPL27","Pathway_Level1"
"3067","Translation","MRPL52","Pathway_Level2"
"3068","Mitochondrial ribosome","MRPS9","Pathway_Level3"
"3069","Protein import, sorting and homeostasis","UQCRC1","Pathway_Level1"
"3070","OXPHOS","MT-ND3","Pathway_Level1"
"3071","OXPHOS subunits","NDUFS3","Pathway_Level2"
"3072","Metabolism","BOLA3","Pathway_Level1"
"3073","Lipid metabolism","LIPT1","Pathway_Level2"
"3074","Amino acid metabolism","SHMT2","Pathway_Level2"
"3075","Metals and cofactors","NDUFS7","Pathway_Level2"
"3076","Small molecule transport","UCP3","Pathway_Level1"
"3077","Mitochondrial dynamics and surveillance","PLD6","Pathway_Level1"
"3078","Mitochondrial central dogma","MRPL28","Pathway_Level1"
"3079","Translation","MRPL53","Pathway_Level2"
"3080","Mitochondrial ribosome","PTCD3","Pathway_Level3"
"3081","Protein import, sorting and homeostasis","UQCRC2","Pathway_Level1"
"3082","OXPHOS","MT-ND4","Pathway_Level1"
"3083","OXPHOS subunits","NDUFS4","Pathway_Level2"
"3084","Metabolism","BPHL","Pathway_Level1"
"3085","Lipid metabolism","LIPT2","Pathway_Level2"
"3086","Amino acid metabolism","SLC25A12","Pathway_Level2"
"3087","Metals and cofactors","NDUFS8","Pathway_Level2"
"3088","Small molecule transport","VDAC1","Pathway_Level1"
"3089","Mitochondrial dynamics and surveillance","PMAIP1","Pathway_Level1"
"3090","Mitochondrial central dogma","MRPL3","Pathway_Level1"
"3091","Translation","MRPL54","Pathway_Level2"
"3092","Protein import, sorting and homeostasis","USP30","Pathway_Level1"
"3093","OXPHOS","MT-ND4L","Pathway_Level1"
"3094","OXPHOS subunits","NDUFS5","Pathway_Level2"
"3095","Metabolism","CA5A","Pathway_Level1"
"3096","Lipid metabolism","LYPLA1","Pathway_Level2"
"3097","Amino acid metabolism","SLC25A13","Pathway_Level2"
"3098","Metals and cofactors","NDUFV1","Pathway_Level2"
"3099","Small molecule transport","VDAC2","Pathway_Level1"
"3100","Mitochondrial dynamics and surveillance","PRKN","Pathway_Level1"
"3101","Mitochondrial central dogma","MRPL30","Pathway_Level1"
"3102","Translation","MRPL55","Pathway_Level2"
"3103","Protein import, sorting and homeostasis","XPNPEP3","Pathway_Level1"
"3104","OXPHOS","MT-ND5","Pathway_Level1"
"3105","OXPHOS subunits","NDUFS6","Pathway_Level2"
"3106","Metabolism","CA5B","Pathway_Level1"
"3107","Lipid metabolism","LYPLAL1","Pathway_Level2"
"3108","Amino acid metabolism","SLC25A15","Pathway_Level2"
"3109","Metals and cofactors","NDUFV2","Pathway_Level2"
"3110","Small molecule transport","VDAC3","Pathway_Level1"
"3111","Mitochondrial dynamics and surveillance","RAB24","Pathway_Level1"
"3112","Mitochondrial central dogma","MRPL32","Pathway_Level1"
"3113","Translation","MRPL57","Pathway_Level2"
"3114","Protein import, sorting and homeostasis","YME1L1","Pathway_Level1"
"3115","OXPHOS","MT-ND6","Pathway_Level1"
"3116","OXPHOS subunits","NDUFS7","Pathway_Level2"
"3117","Metabolism","CAT","Pathway_Level1"
"3118","Lipid metabolism","MCAT","Pathway_Level2"
"3119","Amino acid metabolism","SLC25A21","Pathway_Level2"
"3120","Metals and cofactors","NFS1","Pathway_Level2"
"3121","Mitochondrial dynamics and surveillance","RHOT1","Pathway_Level1"
"3122","Mitochondrial central dogma","MRPL33","Pathway_Level1"
"3123","Translation","MRPL58","Pathway_Level2"
"3124","OXPHOS","NDUFA1","Pathway_Level1"
"3125","OXPHOS subunits","NDUFS8","Pathway_Level2"
"3126","Metabolism","CBR3","Pathway_Level1"
"3127","Lipid metabolism","MCEE","Pathway_Level2"
"3128","Amino acid metabolism","SLC25A29","Pathway_Level2"
"3129","Metals and cofactors","NFU1","Pathway_Level2"
"3130","Mitochondrial dynamics and surveillance","RHOT2","Pathway_Level1"
"3131","Mitochondrial central dogma","MRPL34","Pathway_Level1"
"3132","Translation","MRPL9","Pathway_Level2"
"3133","OXPHOS","NDUFA10","Pathway_Level1"
"3134","OXPHOS subunits","NDUFV1","Pathway_Level2"
"3135","Metabolism","CBR4","Pathway_Level1"
"3136","Lipid metabolism","MECR","Pathway_Level2"
"3137","Amino acid metabolism","SLC25A38","Pathway_Level2"
"3138","Metals and cofactors","NMNAT3","Pathway_Level2"
"3139","Mitochondrial dynamics and surveillance","RMDN3","Pathway_Level1"
"3140","Mitochondrial central dogma","MRPL35","Pathway_Level1"
"3141","Translation","MRPS10","Pathway_Level2"
"3142","OXPHOS","NDUFA11","Pathway_Level1"
"3143","OXPHOS subunits","NDUFV2","Pathway_Level2"
"3144","Metabolism","CHCHD7","Pathway_Level1"
"3145","Lipid metabolism","MGST3","Pathway_Level2"
"3146","Amino acid metabolism","SLC25A44","Pathway_Level2"
"3147","Metals and cofactors","NNT","Pathway_Level2"
"3148","Mitochondrial dynamics and surveillance","RTL10","Pathway_Level1"
"3149","Mitochondrial central dogma","MRPL36","Pathway_Level1"
"3150","Translation","MRPS11","Pathway_Level2"
"3151","OXPHOS","NDUFA12","Pathway_Level1"
"3152","OXPHOS subunits","NDUFV3","Pathway_Level2"
"3153","Metabolism","CHDH","Pathway_Level1"
"3154","Lipid metabolism","MLYCD","Pathway_Level2"
"3155","Amino acid metabolism","SUGCT","Pathway_Level2"
"3156","Metals and cofactors","NOCT","Pathway_Level2"
"3157","Mitochondrial dynamics and surveillance","SAMM50","Pathway_Level1"
"3158","Mitochondrial central dogma","MRPL37","Pathway_Level1"
"3159","Translation","MRPS12","Pathway_Level2"
"3160","OXPHOS","NDUFA13","Pathway_Level1"
"3161","OXPHOS subunits","SDHA","Pathway_Level2"
"3162","Metabolism","CHPT1","Pathway_Level1"
"3163","Lipid metabolism","MMUT","Pathway_Level2"
"3164","Metals and cofactors","NTHL1","Pathway_Level2"
"3165","Mitochondrial dynamics and surveillance","SEPTIN4","Pathway_Level1"
"3166","Mitochondrial central dogma","MRPL38","Pathway_Level1"
"3167","Translation","MRPS14","Pathway_Level2"
"3168","OXPHOS","NDUFA2","Pathway_Level1"
"3169","OXPHOS subunits","SDHB","Pathway_Level2"
"3170","Metabolism","CISD1","Pathway_Level1"
"3171","Lipid metabolism","NDUFAB1","Pathway_Level2"
"3172","Metals and cofactors","NUBPL","Pathway_Level2"
"3173","Mitochondrial dynamics and surveillance","SLC25A46","Pathway_Level1"
"3174","Mitochondrial central dogma","MRPL39","Pathway_Level1"
"3175","Translation","MRPS15","Pathway_Level2"
"3176","OXPHOS","NDUFA3","Pathway_Level1"
"3177","OXPHOS subunits","SDHC","Pathway_Level2"
"3178","Metabolism","CISD3","Pathway_Level1"
"3179","Lipid metabolism","OSBPL1A","Pathway_Level2"
"3180","Metals and cofactors","NUDT13","Pathway_Level2"
"3181","Mitochondrial dynamics and surveillance","SNAP29","Pathway_Level1"
"3182","Mitochondrial central dogma","MRPL4","Pathway_Level1"
"3183","Translation","MRPS16","Pathway_Level2"
"3184","OXPHOS","NDUFA4","Pathway_Level1"
"3185","OXPHOS subunits","SDHD","Pathway_Level2"
"3186","Metabolism","CKMT1A","Pathway_Level1"
"3187","Lipid metabolism","OXSM","Pathway_Level2"
"3188","Metals and cofactors","NUDT19","Pathway_Level2"
"3189","Mitochondrial dynamics and surveillance","SPHK2","Pathway_Level1"
"3190","Mitochondrial central dogma","MRPL40","Pathway_Level1"
"3191","Translation","MRPS17","Pathway_Level2"
"3192","OXPHOS","NDUFA5","Pathway_Level1"
"3193","OXPHOS subunits","UQCR10","Pathway_Level2"
"3194","Metabolism","CKMT1B","Pathway_Level1"
"3195","Lipid metabolism","PCCA","Pathway_Level2"
"3196","Metals and cofactors","NUDT8","Pathway_Level2"
"3197","Mitochondrial dynamics and surveillance","SPIRE1","Pathway_Level1"
"3198","Mitochondrial central dogma","MRPL41","Pathway_Level1"
"3199","Translation","MRPS18A","Pathway_Level2"
"3200","OXPHOS","NDUFA6","Pathway_Level1"
"3201","OXPHOS subunits","UQCR11","Pathway_Level2"
"3202","Metabolism","CKMT2","Pathway_Level1"
"3203","Lipid metabolism","PCCB","Pathway_Level2"
"3204","Metals and cofactors","PANK2","Pathway_Level2"
"3205","Mitochondrial dynamics and surveillance","STX17","Pathway_Level1"
"3206","Mitochondrial central dogma","MRPL42","Pathway_Level1"
"3207","Translation","MRPS18B","Pathway_Level2"
"3208","OXPHOS","NDUFA7","Pathway_Level1"
"3209","OXPHOS subunits","UQCRB","Pathway_Level2"
"3210","Metabolism","CLYBL","Pathway_Level1"
"3211","Lipid metabolism","PGS1","Pathway_Level2"
"3212","Metals and cofactors","PCBD2","Pathway_Level2"
"3213","Mitochondrial dynamics and surveillance","STYXL1","Pathway_Level1"
"3214","Mitochondrial central dogma","MRPL43","Pathway_Level1"
"3215","Translation","MRPS18C","Pathway_Level2"
"3216","OXPHOS","NDUFA8","Pathway_Level1"
"3217","OXPHOS subunits","UQCRC1","Pathway_Level2"
"3218","Metabolism","CMPK2","Pathway_Level1"
"3219","Lipid metabolism","PHYH","Pathway_Level2"
"3220","Metals and cofactors","PDSS1","Pathway_Level2"
"3221","Mitochondrial dynamics and surveillance","SYNJ2BP","Pathway_Level1"
"3222","Mitochondrial central dogma","MRPL44","Pathway_Level1"
"3223","Translation","MRPS2","Pathway_Level2"
"3224","OXPHOS","NDUFA9","Pathway_Level1"
"3225","OXPHOS subunits","UQCRC2","Pathway_Level2"
"3226","Metabolism","COASY","Pathway_Level1"
"3227","Lipid metabolism","PISD","Pathway_Level2"
"3228","Metals and cofactors","PDSS2","Pathway_Level2"
"3229","Mitochondrial dynamics and surveillance","TMEM11","Pathway_Level1"
"3230","Mitochondrial central dogma","MRPL45","Pathway_Level1"
"3231","Translation","MRPS21","Pathway_Level2"
"3232","OXPHOS","NDUFAB1","Pathway_Level1"
"3233","OXPHOS subunits","UQCRFS1","Pathway_Level2"
"3234","Metabolism","COMT","Pathway_Level1"
"3235","Lipid metabolism","PLD6","Pathway_Level2"
"3236","Metals and cofactors","PPOX","Pathway_Level2"
"3237","Mitochondrial dynamics and surveillance","TOMM20","Pathway_Level1"
"3238","Mitochondrial central dogma","MRPL46","Pathway_Level1"
"3239","Translation","MRPS22","Pathway_Level2"
"3240","OXPHOS","NDUFAF1","Pathway_Level1"
"3241","OXPHOS subunits","UQCRH","Pathway_Level2"
"3242","Metabolism","COQ10A","Pathway_Level1"
"3243","Lipid metabolism","PLSCR3","Pathway_Level2"
"3244","Metals and cofactors","QDPR","Pathway_Level2"
"3245","Mitochondrial dynamics and surveillance","TOMM7","Pathway_Level1"
"3246","Mitochondrial central dogma","MRPL47","Pathway_Level1"
"3247","Translation","MRPS23","Pathway_Level2"
"3248","OXPHOS","NDUFAF2","Pathway_Level1"
"3249","OXPHOS subunits","UQCRQ","Pathway_Level2"
"3250","Metabolism","COQ10B","Pathway_Level1"
"3251","Lipid metabolism","PNPLA8","Pathway_Level2"
"3252","Metals and cofactors","RSAD1","Pathway_Level2"
"3253","Mitochondrial dynamics and surveillance","USP30","Pathway_Level1"
"3254","Mitochondrial central dogma","MRPL48","Pathway_Level1"
"3255","Translation","MRPS24","Pathway_Level2"
"3256","OXPHOS","NDUFAF3","Pathway_Level1"
"3257","Metabolism","COQ2","Pathway_Level1"
"3258","Lipid metabolism","PRDX6","Pathway_Level2"
"3259","Metals and cofactors","SCO1","Pathway_Level2"
"3260","Mitochondrial dynamics and surveillance","VDAC1","Pathway_Level1"
"3261","Mitochondrial central dogma","MRPL49","Pathway_Level1"
"3262","Translation","MRPS25","Pathway_Level2"
"3263","OXPHOS","NDUFAF4","Pathway_Level1"
"3264","Metabolism","COQ3","Pathway_Level1"
"3265","Lipid metabolism","PRELID1","Pathway_Level2"
"3266","Metals and cofactors","SCO2","Pathway_Level2"
"3267","Mitochondrial dynamics and surveillance","VPS13D","Pathway_Level1"
"3268","Mitochondrial central dogma","MRPL50","Pathway_Level1"
"3269","Translation","MRPS26","Pathway_Level2"
"3270","OXPHOS","NDUFAF5","Pathway_Level1"
"3271","Metabolism","COQ4","Pathway_Level1"
"3272","Lipid metabolism","PRELID3A","Pathway_Level2"
"3273","Metals and cofactors","SDHB","Pathway_Level2"
"3274","Mitochondrial central dogma","MRPL51","Pathway_Level1"
"3275","Translation","MRPS27","Pathway_Level2"
"3276","OXPHOS","NDUFAF6","Pathway_Level1"
"3277","Metabolism","COQ5","Pathway_Level1"
"3278","Lipid metabolism","PRELID3B","Pathway_Level2"
"3279","Metals and cofactors","SDHC","Pathway_Level2"
"3280","Mitochondrial central dogma","MRPL52","Pathway_Level1"
"3281","Translation","MRPS28","Pathway_Level2"
"3282","OXPHOS","NDUFAF7","Pathway_Level1"
"3283","Metabolism","COQ6","Pathway_Level1"
"3284","Lipid metabolism","PTGES2","Pathway_Level2"
"3285","Metals and cofactors","SDHD","Pathway_Level2"
"3286","Mitochondrial central dogma","MRPL53","Pathway_Level1"
"3287","Translation","MRPS30","Pathway_Level2"
"3288","OXPHOS","NDUFAF8","Pathway_Level1"
"3289","Metabolism","COQ7","Pathway_Level1"
"3290","Lipid metabolism","PTPMT1","Pathway_Level2"
"3291","Metals and cofactors","SIRT3","Pathway_Level2"
"3292","Mitochondrial central dogma","MRPL54","Pathway_Level1"
"3293","Translation","MRPS31","Pathway_Level2"
"3294","OXPHOS","NDUFB1","Pathway_Level1"
"3295","Metabolism","COQ8A","Pathway_Level1"
"3296","Lipid metabolism","SCP2","Pathway_Level2"
"3297","Metals and cofactors","SIRT4","Pathway_Level2"
"3298","Mitochondrial central dogma","MRPL55","Pathway_Level1"
"3299","Translation","MRPS33","Pathway_Level2"
"3300","OXPHOS","NDUFB10","Pathway_Level1"
"3301","Metabolism","COQ8B","Pathway_Level1"
"3302","Lipid metabolism","SERAC1","Pathway_Level2"
"3303","Metals and cofactors","SIRT5","Pathway_Level2"
"3304","Mitochondrial central dogma","MRPL57","Pathway_Level1"
"3305","Translation","MRPS34","Pathway_Level2"
"3306","OXPHOS","NDUFB11","Pathway_Level1"
"3307","Metabolism","COQ9","Pathway_Level1"
"3308","Lipid metabolism","SLC25A1","Pathway_Level2"
"3309","Metals and cofactors","SLC25A20","Pathway_Level2"
"3310","Mitochondrial central dogma","MRPL58","Pathway_Level1"
"3311","Translation","MRPS35","Pathway_Level2"
"3312","OXPHOS","NDUFB2","Pathway_Level1"
"3313","Metabolism","COX10","Pathway_Level1"
"3314","Lipid metabolism","SLC25A20","Pathway_Level2"
"3315","Metals and cofactors","SLC25A28","Pathway_Level2"
"3316","Mitochondrial central dogma","MRPL9","Pathway_Level1"
"3317","Translation","MRPS36","Pathway_Level2"
"3318","OXPHOS","NDUFB3","Pathway_Level1"
"3319","Metabolism","COX11","Pathway_Level1"
"3320","Lipid metabolism","SPHK2","Pathway_Level2"
"3321","Metals and cofactors","SLC25A3","Pathway_Level2"
"3322","Mitochondrial central dogma","MRPS10","Pathway_Level1"
"3323","Translation","MRPS5","Pathway_Level2"
"3324","OXPHOS","NDUFB4","Pathway_Level1"
"3325","Metabolism","COX15","Pathway_Level1"
"3326","Lipid metabolism","SPTLC2","Pathway_Level2"
"3327","Metals and cofactors","SLC25A37","Pathway_Level2"
"3328","Mitochondrial central dogma","MRPS11","Pathway_Level1"
"3329","Translation","MRPS6","Pathway_Level2"
"3330","OXPHOS","NDUFB5","Pathway_Level1"
"3331","Metabolism","COX17","Pathway_Level1"
"3332","Lipid metabolism","STAR","Pathway_Level2"
"3333","Metals and cofactors","SLC25A38","Pathway_Level2"
"3334","Mitochondrial central dogma","MRPS12","Pathway_Level1"
"3335","Translation","MRPS7","Pathway_Level2"
"3336","OXPHOS","NDUFB6","Pathway_Level1"
"3337","Metabolism","COX19","Pathway_Level1"
"3338","Lipid metabolism","STARD7","Pathway_Level2"
"3339","Metals and cofactors","SLC25A42","Pathway_Level2"
"3340","Mitochondrial central dogma","MRPS14","Pathway_Level1"
"3341","Translation","MRPS9","Pathway_Level2"
"3342","OXPHOS","NDUFB7","Pathway_Level1"
"3343","Metabolism","CPOX","Pathway_Level1"
"3344","Lipid metabolism","TAMM41","Pathway_Level2"
"3345","Metals and cofactors","SLC25A51","Pathway_Level2"
"3346","Mitochondrial central dogma","MRPS15","Pathway_Level1"
"3347","Translation","MRRF","Pathway_Level2"
"3348","OXPHOS","NDUFB8","Pathway_Level1"
"3349","Metabolism","CPS1","Pathway_Level1"
"3350","Lipid metabolism","TAZ","Pathway_Level2"
"3351","Metals and cofactors","SLC25A52","Pathway_Level2"
"3352","Mitochondrial central dogma","MRPS16","Pathway_Level1"
"3353","Translation","MTERF3","Pathway_Level2"
"3354","OXPHOS","NDUFB9","Pathway_Level1"
"3355","Metabolism","CPT1A","Pathway_Level1"
"3356","Lipid metabolism","THEM4","Pathway_Level2"
"3357","Metals and cofactors","SPR","Pathway_Level2"
"3358","Mitochondrial central dogma","MRPS17","Pathway_Level1"
"3359","Translation","MTERF4","Pathway_Level2"
"3360","OXPHOS","NDUFC1","Pathway_Level1"
"3361","Metabolism","CPT1B","Pathway_Level1"
"3362","Lipid metabolism","THEM5","Pathway_Level2"
"3363","Metals and cofactors","SUOX","Pathway_Level2"
"3364","Mitochondrial central dogma","MRPS18A","Pathway_Level1"
"3365","Translation","MTFMT","Pathway_Level2"
"3366","OXPHOS","NDUFC2","Pathway_Level1"
"3367","Metabolism","CPT1C","Pathway_Level1"
"3368","Lipid metabolism","TRIAP1","Pathway_Level2"
"3369","Metals and cofactors","TMLHE","Pathway_Level2"
"3370","Mitochondrial central dogma","MRPS18B","Pathway_Level1"
"3371","Translation","MTG1","Pathway_Level2"
"3372","OXPHOS","NDUFS1","Pathway_Level1"
"3373","Metabolism","CPT2","Pathway_Level1"
"3374","Lipid metabolism","TSPO","Pathway_Level2"
"3375","Metals and cofactors","UQCRFS1","Pathway_Level2"
"3376","Mitochondrial central dogma","MRPS18C","Pathway_Level1"
"3377","Translation","MTG2","Pathway_Level2"
"3378","OXPHOS","NDUFS2","Pathway_Level1"
"3379","Metabolism","CRAT","Pathway_Level1"
"3380","Lipid metabolism","ZADH2","Pathway_Level2"
"3381","Mitochondrial central dogma","MRPS2","Pathway_Level1"
"3382","Translation","MTIF2","Pathway_Level2"
"3383","OXPHOS","NDUFS3","Pathway_Level1"
"3384","Metabolism","CRLS1","Pathway_Level1"
"3385","Mitochondrial central dogma","MRPS21","Pathway_Level1"
"3386","Translation","MTIF3","Pathway_Level2"
"3387","OXPHOS","NDUFS4","Pathway_Level1"
"3388","Metabolism","CROT","Pathway_Level1"
"3389","Mitochondrial central dogma","MRPS22","Pathway_Level1"
"3390","Translation","MTRES1","Pathway_Level2"
"3391","OXPHOS","NDUFS5","Pathway_Level1"
"3392","Metabolism","CS","Pathway_Level1"
"3393","Mitochondrial central dogma","MRPS23","Pathway_Level1"
"3394","Translation","MTRF1","Pathway_Level2"
"3395","OXPHOS","NDUFS6","Pathway_Level1"
"3396","Metabolism","CYB5B","Pathway_Level1"
"3397","Mitochondrial central dogma","MRPS24","Pathway_Level1"
"3398","Translation","MTRF1L","Pathway_Level2"
"3399","OXPHOS","NDUFS7","Pathway_Level1"
"3400","Metabolism","CYB5R3","Pathway_Level1"
"3401","Mitochondrial central dogma","MRPS25","Pathway_Level1"
"3402","Translation","NARS2","Pathway_Level2"
"3403","OXPHOS","NDUFS8","Pathway_Level1"
"3404","Metabolism","CYC1","Pathway_Level1"
"3405","Mitochondrial central dogma","MRPS26","Pathway_Level1"
"3406","Translation","NGRN","Pathway_Level2"
"3407","OXPHOS","NDUFV1","Pathway_Level1"
"3408","Metabolism","CYCS","Pathway_Level1"
"3409","Mitochondrial central dogma","MRPS27","Pathway_Level1"
"3410","Translation","NOA1","Pathway_Level2"
"3411","OXPHOS","NDUFV2","Pathway_Level1"
"3412","Metabolism","CYP11A1","Pathway_Level1"
"3413","Mitochondrial central dogma","MRPS28","Pathway_Level1"
"3414","Translation","NSUN4","Pathway_Level2"
"3415","OXPHOS","NDUFV3","Pathway_Level1"
"3416","Metabolism","CYP11B1","Pathway_Level1"
