Tissue,Group,Pathway,score
Stomach,Digestive,mt-mRNA modifications,13.575
Stomach,Digestive,Vitamin B6 metabolism,21.25
Stomach,Digestive,Fusion,24.344444444444445
Stomach,Digestive,Carnitine synthesis and transport,16.6
Stomach,Digestive,Carnitine shuttle,18.1
Stomach,Digestive,Glyoxylate metabolism,74.0625
Stomach,Digestive,CIV subunits,6522.385714285713
Stomach,Digestive,Propanoate metabolism,27.900000000000002
Stomach,Digestive,Glycerol phosphate shuttle,17.6
Stomach,Digestive,Glutamate metabolism,26.25
Stomach,Digestive,Tetrahydrobiopterin synthesis,24.9
Stomach,Digestive,Kynurenine metabolism,26.5
Stomach,Digestive,Molybdenum cofactor synthesis and proteins,15.82
Stomach,Digestive,Lipoate insertion,8.625
Stomach,Digestive,CV assembly factors,18
Stomach,Digestive,Iron homeostasis,836.4399999999999
Stomach,Digestive,Vitamin B1 metabolism,11
Stomach,Digestive,mtDNA stability and decay,10.5
Stomach,Digestive,MIA40,26.766666666666666
Stomach,Digestive,Creatine metabolism,42.85
Stomach,Digestive,Vitamin B2 metabolism,19.466666666666665
Stomach,Digestive,Vitamin B12 metabolism,27.8
Stomach,Digestive,Eicosanoid metabolism,71.93333333333334
Stomach,Digestive,CII assembly factors,18.125
Stomach,Digestive,OXA,84.6
Stomach,Digestive,Vitamin A metabolism,99.33999999999999
Testis,Reproductive,Apoptosis,28.18285714285714
Testis,Reproductive,Mitochondrial dynamics and surveillance,38.69519230769231
Testis,Reproductive,Proteases,26.05
Testis,Reproductive,Protein homeostasis,33.74313725490196
Testis,Reproductive,"Protein import, sorting and homeostasis",37.443023255813955
Testis,Reproductive,CI assembly factors,29.88181818181818
Testis,Reproductive,Complex I,988.5484848484848
Testis,Reproductive,OXPHOS assembly factors,25.11764705882353
Testis,Reproductive,OXPHOS,954.8810650887574
Testis,Reproductive,mtDNA nucleoid,28.372727272727275
Testis,Reproductive,mtDNA maintenance,18.75483870967742
Testis,Reproductive,Mitochondrial central dogma,25.835497835497836
Testis,Reproductive,Nucleotide metabolism,25.6725
Testis,Reproductive,Nucleotide synthesis and processing,28.5
Testis,Reproductive,Metabolism,67.25422993492413
Testis,Reproductive,Type II fatty acid synthesis,16.033333333333335
Testis,Reproductive,CI subunits,1467.8818181818183
Testis,Reproductive,Fe-S cluster biosynthesis,23.94782608695652
Testis,Reproductive,OXPHOS subunits,1565.9009803921563
Testis,Reproductive,Metals and cofactors,177.77950819672125
Testis,Reproductive,Lipid metabolism,25.390243902439025
Testis,Reproductive,Pyruvate metabolism,36.35625
Testis,Reproductive,Carbohydrate metabolism,26.69178082191781
Testis,Reproductive,Malate-aspartate shuttle,24.95
Testis,Reproductive,Urea cycle,4.9
Testis,Reproductive,SLC25A family,21.258823529411767
Testis,Reproductive,EF hand proteins,14.227272727272728
Testis,Reproductive,Calcium homeostasis,27.041666666666668
Testis,Reproductive,Small molecule transport,23.662352941176472
Testis,Reproductive,Signaling,28.802083333333332
Testis,Reproductive,Amino acid metabolism,17.337777777777777
Testis,Reproductive,Cytochrome C,35.95
Testis,Reproductive,Heme synthesis and processing,11.9375
Testis,Reproductive,Mitochondrial permeability transition pore,51.2
Testis,Reproductive,Nucleotide import,22.98
Testis,Reproductive,Calcium uniporter,11.2
Testis,Reproductive,Calcium cycle,20.77777777777778
Testis,Reproductive,mtDNA replication,21.335714285714285
Testis,Reproductive,mtDNA repair,18.58888888888889
Testis,Reproductive,Fatty acid oxidation,26.23181818181818
Testis,Reproductive,Protein import and sorting,38.891666666666666
Testis,Reproductive,TIM22 carrier pathway,8.933333333333334
Testis,Reproductive,Phospholipid metabolism,23.3
Testis,Reproductive,Complex IV,933.1039215686275
Testis,Reproductive,CIV assembly factors,20.75
Testis,Reproductive,Polycistronic mtRNA processing,21.615384615384617
Testis,Reproductive,mtRNA metabolism,21.731578947368423
Testis,Reproductive,Intramitochondrial membrane interactions,29.26666666666667
Testis,Reproductive,Lysine metabolism,30.3875
Testis,Reproductive,ROS and glutathione metabolism,97.08518518518518
Testis,Reproductive,Xenobiotic metabolism,22.908695652173915
Testis,Reproductive,Detoxification,61.425490196078435
Testis,Reproductive,Preprotein cleavage,26.7875
Testis,Reproductive,CIII subunits,800.77
Testis,Reproductive,Complex III,510.675
Testis,Reproductive,CIII assembly factors,27.183333333333334
Testis,Reproductive,mt-tRNA synthetases,15.399999999999999
Testis,Reproductive,Translation,30.105806451612903
Testis,Reproductive,Electron carriers,516.5400000000001
Testis,Reproductive,"Q-linked reactions, other",16.245454545454546
Testis,Reproductive,Choline and betaine metabolism,16.62857142857143
Testis,Reproductive,Glycine metabolism,13.126666666666667
Testis,Reproductive,Folate and 1-C metabolism,7.9523809523809526
Testis,Reproductive,Vitamin metabolism,14.116326530612245
Testis,Reproductive,Vitamin D metabolism,13.5
Testis,Reproductive,Heme-containing proteins,1439.6153846153848
Testis,Reproductive,Fe-S-containing proteins,30.12258064516129
Testis,Reproductive,Vitamin C metabolism,39.8
Testis,Reproductive,TOM,71.1888888888889
Testis,Reproductive,Cardiolipin synthesis,21.5125
Testis,Reproductive,mt-rRNA modifications,25.294444444444444
Testis,Reproductive,Mitochondrial ribosome assembly,23.454166666666666
Testis,Reproductive,mtRNA granules,17.29642857142857
Testis,Reproductive,mt-tRNA modifications,10.504545454545454
Testis,Reproductive,Mitochondrial ribosome,38.01686746987952
Testis,Reproductive,Mitophagy,69.93571428571428
Testis,Reproductive,Autophagy,66.53888888888889
Testis,Reproductive,GABA metabolism,22.157142857142855
Testis,Reproductive,Proline metabolism,20.55
Testis,Reproductive,Gluconeogenesis,50.82222222222222
Testis,Reproductive,TCA-associated,30.306666666666665
Testis,Reproductive,TCA cycle,32.04
Testis,Reproductive,Fission,36.36
Testis,Reproductive,Cholesterol-associated,33.9
Testis,Reproductive,Coenzyme A metabolism,14.64
Testis,Reproductive,Catechol metabolism,21.666666666666668
Testis,Reproductive,cAMP-PKA signaling,35.16666666666667
Testis,Reproductive,"Cholesterol, bile acid, steroid synthesis",24.714285714285715
Testis,Reproductive,Branched-chain amino acid metabolism,23.188000000000002
Testis,Reproductive,Selenoproteins,300.54
Testis,Reproductive,Complex II,32.7125
Testis,Reproductive,CII subunits,52.35
Testis,Reproductive,Ketone metabolism,39.75
Testis,Reproductive,TIM23 presequence pathway,55.11666666666667
Testis,Reproductive,Translation factors,23.91875
Testis,Reproductive,Copper metabolism,25.5
Testis,Reproductive,mtRNA stability and decay,26.870588235294118
Testis,Reproductive,Biotin utilizing proteins,10.16
Testis,Reproductive,Chaperones,33.75625
Testis,Reproductive,Branched-chain amino acid dehydrogenase complex,19.066666666666666
Testis,Reproductive,Coenzyme Q metabolism,13.376923076923077
Testis,Reproductive,Immune response,42.54
Testis,Reproductive,NAD biosynthesis and metabolism,12.364285714285714
Testis,Reproductive,Glycine cleavage system,11.400000000000002
Testis,Reproductive,Complex V,1536.7115384615383
Testis,Reproductive,CV subunits,1899.061904761905
Testis,Reproductive,Transcription,23.225
Testis,Reproductive,Amidoxime reducing complex,48.825
Testis,Reproductive,SAM,60.733333333333334
Testis,Reproductive,Respirasome assembly,55.9
Testis,Reproductive,mtDNA modifications,7.4
Testis,Reproductive,ABC transporters,9.9375
Testis,Reproductive,Sulfur metabolism,15.836363636363636
Testis,Reproductive,Trafficking,14.157142857142857
Testis,Reproductive,Itaconate metabolism,13.466666666666665
Testis,Reproductive,Cytochromes,1892.3500000000001
Testis,Reproductive,fMet processing,3.066666666666667
Testis,Reproductive,Import motor,13.15
Testis,Reproductive,Organelle contact sites,41.47857142857143
Testis,Reproductive,MICOS complex,41.871428571428574
Testis,Reproductive,Cristae formation,56.53636363636363
Testis,Reproductive,Sideroflexins,5.92
Testis,Reproductive,Serine metabolism,5.9799999999999995
Testis,Reproductive,mt-mRNA modifications,30.150000000000002
Testis,Reproductive,Vitamin B6 metabolism,7.6
Testis,Reproductive,Fusion,29.755555555555556
Testis,Reproductive,Carnitine synthesis and transport,20.583333333333332
Testis,Reproductive,Carnitine shuttle,24.119999999999997
Testis,Reproductive,Glyoxylate metabolism,24.1625
Testis,Reproductive,CIV subunits,2236.466666666667
Testis,Reproductive,Propanoate metabolism,17.3
Testis,Reproductive,Glycerol phosphate shuttle,5.5
Testis,Reproductive,Glutamate metabolism,14.3125
Testis,Reproductive,Tetrahydrobiopterin synthesis,7.733333333333333
Testis,Reproductive,Kynurenine metabolism,13.5
Testis,Reproductive,Molybdenum cofactor synthesis and proteins,5.64
Testis,Reproductive,Lipoate insertion,10.85
Testis,Reproductive,CV assembly factors,14.84
Testis,Reproductive,Iron homeostasis,188.4
Testis,Reproductive,Vitamin B1 metabolism,33.3
Testis,Reproductive,mtDNA stability and decay,11.833333333333334
Testis,Reproductive,MIA40,26.066666666666666
Testis,Reproductive,Creatine metabolism,20.75
Testis,Reproductive,Vitamin B2 metabolism,14.2
Testis,Reproductive,Vitamin B12 metabolism,25.75
Testis,Reproductive,Eicosanoid metabolism,28.8
Testis,Reproductive,CII assembly factors,13.075
Testis,Reproductive,OXA,25.2
Testis,Reproductive,Vitamin A metabolism,11.72
Thalamus,CNS,Apoptosis,75.86
Thalamus,CNS,Mitochondrial dynamics and surveillance,78.52211538461538
Thalamus,CNS,Proteases,16.817857142857143
Thalamus,CNS,Protein homeostasis,38.52156862745098
Thalamus,CNS,"Protein import, sorting and homeostasis",49.5906976744186
Thalamus,CNS,CI assembly factors,28.968181818181815
Thalamus,CNS,Complex I,6830.018181818182
Thalamus,CNS,OXPHOS assembly factors,35.733823529411765
Thalamus,CNS,OXPHOS,6417.23786982248
Thalamus,CNS,mtDNA nucleoid,19.71818181818182
Thalamus,CNS,mtDNA maintenance,15.24516129032258
Thalamus,CNS,Mitochondrial central dogma,27.24199134199134
Thalamus,CNS,Nucleotide metabolism,47.2075
Thalamus,CNS,Nucleotide synthesis and processing,46.56666666666666
Thalamus,CNS,Metabolism,520.3271149674625
Thalamus,CNS,Type II fatty acid synthesis,20.833333333333336
Thalamus,CNS,CI subunits,10230.543181818182
Thalamus,CNS,Fe-S cluster biosynthesis,31.41304347826087
Thalamus,CNS,OXPHOS subunits,10609.211764705886
Thalamus,CNS,Metals and cofactors,1856.237704918033
Thalamus,CNS,Lipid metabolism,33.68617886178862
Thalamus,CNS,Pyruvate metabolism,29.53125
Thalamus,CNS,Carbohydrate metabolism,33.87397260273973
Thalamus,CNS,Malate-aspartate shuttle,37.46666666666667
Thalamus,CNS,Urea cycle,4.257142857142857
Thalamus,CNS,SLC25A family,35.3078431372549
Thalamus,CNS,EF hand proteins,46.800000000000004
Thalamus,CNS,Calcium homeostasis,56.525
Thalamus,CNS,Small molecule transport,34.19647058823529
Thalamus,CNS,Signaling,47.393750000000004
Thalamus,CNS,Amino acid metabolism,39.37111111111111
Thalamus,CNS,Cytochrome C,48.6
Thalamus,CNS,Heme synthesis and processing,14.39375
Thalamus,CNS,Mitochondrial permeability transition pore,91.24285714285715
Thalamus,CNS,Nucleotide import,49.38
Thalamus,CNS,Calcium uniporter,15.733333333333334
Thalamus,CNS,Calcium cycle,29.788888888888888
Thalamus,CNS,mtDNA replication,11.47142857142857
Thalamus,CNS,mtDNA repair,17.8
Thalamus,CNS,Fatty acid oxidation,31.049999999999997
Thalamus,CNS,Protein import and sorting,54.78958333333333
Thalamus,CNS,TIM22 carrier pathway,6.533333333333333
Thalamus,CNS,Phospholipid metabolism,30.247826086956522
Thalamus,CNS,Complex IV,8064.545098039215
Thalamus,CNS,CIV assembly factors,40.32333333333333
Thalamus,CNS,Polycistronic mtRNA processing,18.276923076923076
Thalamus,CNS,mtRNA metabolism,21.74078947368421
Thalamus,CNS,Intramitochondrial membrane interactions,16.922222222222224
Thalamus,CNS,Lysine metabolism,49.2375
Thalamus,CNS,ROS and glutathione metabolism,116.44074074074075
Thalamus,CNS,Xenobiotic metabolism,41.75217391304348
Thalamus,CNS,Detoxification,77.45098039215686
Thalamus,CNS,Preprotein cleavage,35.6375
Thalamus,CNS,CIII subunits,4395.12
Thalamus,CNS,Complex III,2757.68125
Thalamus,CNS,CIII assembly factors,28.616666666666667
Thalamus,CNS,mt-tRNA synthetases,11.754545454545454
Thalamus,CNS,Translation,34.26387096774194
Thalamus,CNS,Electron carriers,2864.706666666667
Thalamus,CNS,"Q-linked reactions, other",25.881818181818183
Thalamus,CNS,Choline and betaine metabolism,34
Thalamus,CNS,Glycine metabolism,29.526666666666664
Thalamus,CNS,Folate and 1-C metabolism,42.44761904761905
Thalamus,CNS,Vitamin metabolism,30.734693877551024
Thalamus,CNS,Vitamin D metabolism,3.9000000000000004
Thalamus,CNS,Heme-containing proteins,16632.48461538462
Thalamus,CNS,Fe-S-containing proteins,49.380645161290325
Thalamus,CNS,Vitamin C metabolism,55.6
Thalamus,CNS,TOM,165.41111111111113
Thalamus,CNS,Cardiolipin synthesis,21.4
Thalamus,CNS,mt-rRNA modifications,31.261111111111113
Thalamus,CNS,Mitochondrial ribosome assembly,25.820833333333333
Thalamus,CNS,mtRNA granules,17.02857142857143
Thalamus,CNS,mt-tRNA modifications,9.85
Thalamus,CNS,Mitochondrial ribosome,42.08795180722892
Thalamus,CNS,Mitophagy,140.62142857142857
Thalamus,CNS,Autophagy,114.9388888888889
Thalamus,CNS,GABA metabolism,70.15714285714286
Thalamus,CNS,Proline metabolism,41.36666666666667
Thalamus,CNS,Gluconeogenesis,44.91111111111111
Thalamus,CNS,TCA-associated,32.88666666666667
Thalamus,CNS,TCA cycle,52.91
Thalamus,CNS,Fission,31.073333333333334
Thalamus,CNS,Cholesterol-associated,51.35
Thalamus,CNS,Coenzyme A metabolism,13.64
Thalamus,CNS,Catechol metabolism,90.63333333333333
Thalamus,CNS,cAMP-PKA signaling,20.116666666666667
Thalamus,CNS,"Cholesterol, bile acid, steroid synthesis",29.714285714285715
Thalamus,CNS,Branched-chain amino acid metabolism,35.388
Thalamus,CNS,Selenoproteins,128.26
Thalamus,CNS,Complex II,45.5125
Thalamus,CNS,CII subunits,73.45
Thalamus,CNS,Ketone metabolism,39.025
Thalamus,CNS,TIM23 presequence pathway,55.81666666666667
Thalamus,CNS,Translation factors,34.9375
Thalamus,CNS,Copper metabolism,46.74285714285715
Thalamus,CNS,mtRNA stability and decay,29.794117647058822
Thalamus,CNS,Biotin utilizing proteins,22.86
Thalamus,CNS,Chaperones,67.0125
Thalamus,CNS,Branched-chain amino acid dehydrogenase complex,19.333333333333332
Thalamus,CNS,Coenzyme Q metabolism,13.661538461538461
Thalamus,CNS,Immune response,57
Thalamus,CNS,NAD biosynthesis and metabolism,14.62142857142857
Thalamus,CNS,Glycine cleavage system,33.125
Thalamus,CNS,Complex V,6835.01153846154
Thalamus,CNS,CV subunits,8455.780952380954
Thalamus,CNS,Transcription,14.4
Thalamus,CNS,Amidoxime reducing complex,50.95
Thalamus,CNS,SAM,29.066666666666666
Thalamus,CNS,Respirasome assembly,100.25
Thalamus,CNS,mtDNA modifications,6.4
Thalamus,CNS,ABC transporters,7.425
Thalamus,CNS,Sulfur metabolism,22.60909090909091
Thalamus,CNS,Trafficking,17.514285714285716
Thalamus,CNS,Itaconate metabolism,25.93333333333333
Thalamus,CNS,Cytochromes,10671.475
Thalamus,CNS,fMet processing,2.7666666666666666
Thalamus,CNS,Import motor,15.85
Thalamus,CNS,Organelle contact sites,69.86428571428571
Thalamus,CNS,MICOS complex,39.91428571428572
Thalamus,CNS,Cristae formation,176.3
Thalamus,CNS,Sideroflexins,18.66
Thalamus,CNS,Serine metabolism,14.02
Thalamus,CNS,mt-mRNA modifications,15.350000000000001
Thalamus,CNS,Vitamin B6 metabolism,22.1
Thalamus,CNS,Fusion,31.933333333333334
Thalamus,CNS,Carnitine synthesis and transport,12.966666666666667
Thalamus,CNS,Carnitine shuttle,14.06
Thalamus,CNS,Glyoxylate metabolism,96.9375
Thalamus,CNS,CIV subunits,19527.719047619044
Thalamus,CNS,Propanoate metabolism,21.05
Thalamus,CNS,Glycerol phosphate shuttle,17.3
Thalamus,CNS,Glutamate metabolism,61.55
Thalamus,CNS,Tetrahydrobiopterin synthesis,219.66666666666669
Thalamus,CNS,Kynurenine metabolism,23.966666666666665
Thalamus,CNS,Molybdenum cofactor synthesis and proteins,13.04
Thalamus,CNS,Lipoate insertion,25.074999999999996
Thalamus,CNS,CV assembly factors,27.78
Thalamus,CNS,Iron homeostasis,1356.06
Thalamus,CNS,Vitamin B1 metabolism,13.8
Thalamus,CNS,mtDNA stability and decay,11.066666666666666
Thalamus,CNS,MIA40,16.066666666666666
Thalamus,CNS,Creatine metabolism,57.199999999999996
Thalamus,CNS,Vitamin B2 metabolism,15.700000000000001
Thalamus,CNS,Vitamin B12 metabolism,17.75
Thalamus,CNS,Eicosanoid metabolism,90.4
Thalamus,CNS,CII assembly factors,17.575
Thalamus,CNS,OXA,29.7
Thalamus,CNS,Vitamin A metabolism,6.14
Thymus,Immune,Apoptosis,38.25714285714286
Thymus,Immune,Mitochondrial dynamics and surveillance,39.95673076923077
Thymus,Immune,Proteases,18.807142857142857
Thymus,Immune,Protein homeostasis,30.141176470588235
Thymus,Immune,"Protein import, sorting and homeostasis",36.33139534883721
Thymus,Immune,CI assembly factors,15.781818181818181
Thymus,Immune,Complex I,302.11666666666656
Thymus,Immune,OXPHOS assembly factors,21.189705882352943
Thymus,Immune,OXPHOS,341.67218934911244
Thymus,Immune,mtDNA nucleoid,21.154545454545456
Thymus,Immune,mtDNA maintenance,18.351612903225806
Thymus,Immune,Mitochondrial central dogma,21.984848484848484
Thymus,Immune,Nucleotide metabolism,39.5775
Thymus,Immune,Nucleotide synthesis and processing,38.166666666666664
Thymus,Immune,Metabolism,45.92798264642084
Thymus,Immune,Type II fatty acid synthesis,16.522222222222222
Thymus,Immune,CI subunits,445.28409090909093
Thymus,Immune,Fe-S cluster biosynthesis,21.747826086956522
Thymus,Immune,OXPHOS subunits,552.392156862745
Thymus,Immune,Metals and cofactors,104.95327868852456
Thymus,Immune,Lipid metabolism,19.947967479674798
Thymus,Immune,Pyruvate metabolism,19.80625
Thymus,Immune,Carbohydrate metabolism,26.086301369863012
Thymus,Immune,Malate-aspartate shuttle,26.05
Thymus,Immune,Urea cycle,2.0142857142857142
Thymus,Immune,SLC25A family,29.68039215686274
Thymus,Immune,EF hand proteins,12.481818181818182
Thymus,Immune,Calcium homeostasis,51.32083333333333
Thymus,Immune,Small molecule transport,27.87529411764706
Thymus,Immune,Signaling,39.85625
Thymus,Immune,Amino acid metabolism,22.55111111111111
Thymus,Immune,Cytochrome C,43.900000000000006
Thymus,Immune,Heme synthesis and processing,10.275
Thymus,Immune,Mitochondrial permeability transition pore,113.22857142857143
Thymus,Immune,Nucleotide import,64.35
Thymus,Immune,Calcium uniporter,17.78333333333333
Thymus,Immune,Calcium cycle,39.833333333333336
Thymus,Immune,mtDNA replication,17.735714285714288
Thymus,Immune,mtDNA repair,25.57777777777778
Thymus,Immune,Fatty acid oxidation,19.81590909090909
Thymus,Immune,Protein import and sorting,39.17916666666667
Thymus,Immune,TIM22 carrier pathway,8.566666666666666
Thymus,Immune,Phospholipid metabolism,15.152173913043478
Thymus,Immune,Complex IV,448.6313725490195
Thymus,Immune,CIV assembly factors,23.063333333333333
Thymus,Immune,Polycistronic mtRNA processing,23.630769230769232
Thymus,Immune,mtRNA metabolism,15.811842105263159
Thymus,Immune,Intramitochondrial membrane interactions,18.866666666666667
Thymus,Immune,Lysine metabolism,32.65
Thymus,Immune,ROS and glutathione metabolism,52.61851851851852
Thymus,Immune,Xenobiotic metabolism,19.473913043478262
Thymus,Immune,Detoxification,36.5
Thymus,Immune,Preprotein cleavage,38
Thymus,Immune,CIII subunits,274.87
Thymus,Immune,Complex III,177.525
Thymus,Immune,CIII assembly factors,15.283333333333335
Thymus,Immune,mt-tRNA synthetases,15.645454545454546
Thymus,Immune,Translation,25.498709677419356
Thymus,Immune,Electron carriers,144.54000000000002
Thymus,Immune,"Q-linked reactions, other",18.3
Thymus,Immune,Choline and betaine metabolism,24.28571428571429
Thymus,Immune,Glycine metabolism,20.18
Thymus,Immune,Folate and 1-C metabolism,11.033333333333333
Thymus,Immune,Vitamin metabolism,14.33469387755102
Thymus,Immune,Vitamin D metabolism,4.3
Thymus,Immune,Heme-containing proteins,747.5846153846155
Thymus,Immune,Fe-S-containing proteins,25.403225806451612
Thymus,Immune,Vitamin C metabolism,27.6
Thymus,Immune,TOM,96.1
Thymus,Immune,Cardiolipin synthesis,12.525
Thymus,Immune,mt-rRNA modifications,13.433333333333334
Thymus,Immune,Mitochondrial ribosome assembly,16.1125
Thymus,Immune,mtRNA granules,17.964285714285715
Thymus,Immune,mt-tRNA modifications,11.772727272727273
Thymus,Immune,Mitochondrial ribosome,31.23012048192771
Thymus,Immune,Mitophagy,66.7
Thymus,Immune,Autophagy,57.80555555555556
Thymus,Immune,GABA metabolism,21.1
Thymus,Immune,Proline metabolism,17.8
Thymus,Immune,Gluconeogenesis,22.42222222222222
Thymus,Immune,TCA-associated,15.833333333333332
Thymus,Immune,TCA cycle,51.925
Thymus,Immune,Fission,19.073333333333334
Thymus,Immune,Cholesterol-associated,49.900000000000006
Thymus,Immune,Coenzyme A metabolism,11.72
Thymus,Immune,Catechol metabolism,13.633333333333333
Thymus,Immune,cAMP-PKA signaling,8.05
Thymus,Immune,"Cholesterol, bile acid, steroid synthesis",23.392857142857146
Thymus,Immune,Branched-chain amino acid metabolism,23.856
Thymus,Immune,Selenoproteins,57.72
Thymus,Immune,Complex II,47.6375
Thymus,Immune,CII subunits,75.75
Thymus,Immune,Ketone metabolism,28.1
Thymus,Immune,TIM23 presequence pathway,40.78333333333333
Thymus,Immune,Translation factors,26.35625
Thymus,Immune,Copper metabolism,54.471428571428575
Thymus,Immune,mtRNA stability and decay,21.97058823529412
Thymus,Immune,Biotin utilizing proteins,7.58
Thymus,Immune,Chaperones,41.775
Thymus,Immune,Branched-chain amino acid dehydrogenase complex,19.183333333333334
Thymus,Immune,Coenzyme Q metabolism,12.038461538461538
Thymus,Immune,Immune response,63.86
Thymus,Immune,NAD biosynthesis and metabolism,9.992857142857144
Thymus,Immune,Glycine cleavage system,14.475
Thymus,Immune,Complex V,442.2423076923077
Thymus,Immune,CV subunits,543.9857142857143
Thymus,Immune,Transcription,14.3625
Thymus,Immune,Amidoxime reducing complex,33.525000000000006
Thymus,Immune,SAM,24.700000000000003
Thymus,Immune,Respirasome assembly,62.325
Thymus,Immune,mtDNA modifications,10.5
Thymus,Immune,ABC transporters,11.0375
Thymus,Immune,Sulfur metabolism,15.91818181818182
Thymus,Immune,Trafficking,12.471428571428572
Thymus,Immune,Itaconate metabolism,22.2
Thymus,Immune,Cytochromes,491.7
Thymus,Immune,fMet processing,0.9666666666666667
Thymus,Immune,Import motor,8.916666666666666
Thymus,Immune,Organelle contact sites,21.97142857142857
Thymus,Immune,MICOS complex,23.085714285714285
Thymus,Immune,Cristae formation,92.80909090909091
Thymus,Immune,Sideroflexins,9.98
Thymus,Immune,Serine metabolism,13.719999999999999
Thymus,Immune,mt-mRNA modifications,12.375
Thymus,Immune,Vitamin B6 metabolism,16.8
Thymus,Immune,Fusion,14.155555555555555
Thymus,Immune,Carnitine synthesis and transport,10.166666666666666
Thymus,Immune,Carnitine shuttle,10.4
Thymus,Immune,Glyoxylate metabolism,77.8375
Thymus,Immune,CIV subunits,1056.5857142857142
Thymus,Immune,Propanoate metabolism,14.65
Thymus,Immune,Glycerol phosphate shuttle,6.2
Thymus,Immune,Glutamate metabolism,17.3
Thymus,Immune,Tetrahydrobiopterin synthesis,7.266666666666667
Thymus,Immune,Kynurenine metabolism,19.866666666666667
Thymus,Immune,Molybdenum cofactor synthesis and proteins,5.78
Thymus,Immune,Lipoate insertion,5.775
Thymus,Immune,CV assembly factors,14.92
Thymus,Immune,Iron homeostasis,234.95999999999998
Thymus,Immune,Vitamin B1 metabolism,8.6
Thymus,Immune,mtDNA stability and decay,9.633333333333333
Thymus,Immune,MIA40,12.933333333333334
Thymus,Immune,Creatine metabolism,3.45
Thymus,Immune,Vitamin B2 metabolism,12.366666666666667
Thymus,Immune,Vitamin B12 metabolism,28.2
Thymus,Immune,Eicosanoid metabolism,29.3
Thymus,Immune,CII assembly factors,19.525
Thymus,Immune,OXA,64.2
Thymus,Immune,Vitamin A metabolism,6.08
Thyroid gland,Secretory,Apoptosis,34.25714285714285
Thyroid gland,Secretory,Mitochondrial dynamics and surveillance,42.38942307692308
Thyroid gland,Secretory,Proteases,21.325
Thyroid gland,Secretory,Protein homeostasis,34.286274509803924
Thyroid gland,Secretory,"Protein import, sorting and homeostasis",38.806976744186045
Thyroid gland,Secretory,CI assembly factors,17.85909090909091
Thyroid gland,Secretory,Complex I,1031.0318181818184
Thyroid gland,Secretory,OXPHOS assembly factors,25.375
Thyroid gland,Secretory,OXPHOS,1078.8165680473367
Thyroid gland,Secretory,mtDNA nucleoid,22.30909090909091
Thyroid gland,Secretory,mtDNA maintenance,16.783870967741937
Thyroid gland,Secretory,Mitochondrial central dogma,24.38961038961039
Thyroid gland,Secretory,Nucleotide metabolism,43.535000000000004
Thyroid gland,Secretory,Nucleotide synthesis and processing,43.770833333333336
Thyroid gland,Secretory,Metabolism,92.2698481561822
Thyroid gland,Secretory,Type II fatty acid synthesis,19.444444444444446
Thyroid gland,Secretory,CI subunits,1537.6181818181817
Thyroid gland,Secretory,Fe-S cluster biosynthesis,29.62608695652174
Thyroid gland,Secretory,OXPHOS subunits,1771.0931372549019
Thyroid gland,Secretory,Metals and cofactors,248.96065573770494
Thyroid gland,Secretory,Lipid metabolism,30.868292682926832
Thyroid gland,Secretory,Pyruvate metabolism,29.375
Thyroid gland,Secretory,Carbohydrate metabolism,31.557534246575344
Thyroid gland,Secretory,Malate-aspartate shuttle,30.549999999999997
Thyroid gland,Secretory,Urea cycle,6.442857142857143
Thyroid gland,Secretory,SLC25A family,44.241176470588236
Thyroid gland,Secretory,EF hand proteins,26.063636363636363
Thyroid gland,Secretory,Calcium homeostasis,50.19166666666667
Thyroid gland,Secretory,Small molecule transport,37.694117647058825
Thyroid gland,Secretory,Signaling,40.237500000000004
Thyroid gland,Secretory,Amino acid metabolism,37.20444444444445
Thyroid gland,Secretory,Cytochrome C,43.05
Thyroid gland,Secretory,Heme synthesis and processing,13.46875
Thyroid gland,Secretory,Mitochondrial permeability transition pore,91.21428571428571
Thyroid gland,Secretory,Nucleotide import,58.410000000000004
Thyroid gland,Secretory,Calcium uniporter,15.75
Thyroid gland,Secretory,Calcium cycle,38.388888888888886
Thyroid gland,Secretory,mtDNA replication,16.007142857142856
Thyroid gland,Secretory,mtDNA repair,20.066666666666666
Thyroid gland,Secretory,Fatty acid oxidation,32.725
Thyroid gland,Secretory,Protein import and sorting,39.733333333333334
Thyroid gland,Secretory,TIM22 carrier pathway,9.033333333333333
Thyroid gland,Secretory,Phospholipid metabolism,23.391304347826086
Thyroid gland,Secretory,Complex IV,1076.0313725490196
Thyroid gland,Secretory,CIV assembly factors,29.869999999999997
Thyroid gland,Secretory,Polycistronic mtRNA processing,20.8
Thyroid gland,Secretory,mtRNA metabolism,16.731578947368423
Thyroid gland,Secretory,Intramitochondrial membrane interactions,19.144444444444446
Thyroid gland,Secretory,Lysine metabolism,67.5
Thyroid gland,Secretory,ROS and glutathione metabolism,91.47407407407407
Thyroid gland,Secretory,Xenobiotic metabolism,46.87826086956522
Thyroid gland,Secretory,Detoxification,64.40196078431373
Thyroid gland,Secretory,Preprotein cleavage,34.0625
Thyroid gland,Secretory,CIII subunits,1064.87
Thyroid gland,Secretory,Complex III,672.6375
Thyroid gland,Secretory,CIII assembly factors,18.916666666666668
Thyroid gland,Secretory,mt-tRNA synthetases,15.818181818181817
