RNAseq_sampleID,Condition,Pathway,score,Line,Study_part,Passage,Days_grown_Udays,Treatments,Clinical_condition
Sample_46,Control,Glycerol phosphate shuttle,33.68076336580167,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,Glycerol phosphate shuttle,27.318936111460083,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,Glycerol phosphate shuttle,25.78935361963367,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,Glycerol phosphate shuttle,23.587342244291733,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,Selenoproteins,97.73139175083178,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,Selenoproteins,98.00375245859341,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,Selenoproteins,100.08751620720996,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,Selenoproteins,97.97609766597407,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,Selenoproteins,92.96688223327676,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,Selenoproteins,81.00513174615645,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,Selenoproteins,83.72777978773681,hFB12,2,24,115,Control,Normal
Sample_28,Control,Selenoproteins,75.4077171253533,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,Selenoproteins,71.25692703710257,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,Selenoproteins,75.12600679701612,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,Selenoproteins,81.28753488284067,hFB12,2,36,202,Control,Normal
Sample_32,Control,Selenoproteins,90.75797897640432,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,Selenoproteins,94.96390542048694,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,Selenoproteins,96.72592627675238,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,Selenoproteins,99.63448656582206,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,Selenoproteins,102.1490862363104,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,Selenoproteins,107.10619255434972,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,Selenoproteins,105.34739413035575,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,Selenoproteins,107.04157734582343,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,Selenoproteins,102.04905983696098,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,Selenoproteins,122.93633127752706,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,Selenoproteins,124.268356318535,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,Selenoproteins,109.10072784436305,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,Selenoproteins,117.37483443168851,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,Selenoproteins,100.90449303896118,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,Selenoproteins,117.00322152405556,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,Selenoproteins,101.67888708006198,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,Selenoproteins,101.07228935874762,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,Selenoproteins,105.15895835084478,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,Preprotein cleavage,32.01944321218682,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,Preprotein cleavage,30.547604502818402,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,Preprotein cleavage,29.822504323527042,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,Preprotein cleavage,31.75799839918815,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,Preprotein cleavage,31.325630594855312,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,Preprotein cleavage,29.52922379446215,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,Preprotein cleavage,27.503582797139803,hFB12,2,24,115,Control,Normal
Sample_28,Control,Preprotein cleavage,28.37620231234856,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,Preprotein cleavage,26.358524215788638,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,Preprotein cleavage,27.050679152178144,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,Preprotein cleavage,27.564267568399806,hFB12,2,36,202,Control,Normal
Sample_32,Control,Preprotein cleavage,31.827820803817666,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,Preprotein cleavage,31.073239442259265,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,Preprotein cleavage,31.401005374077737,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,Preprotein cleavage,30.210332870986402,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,Preprotein cleavage,30.962004011880616,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,Preprotein cleavage,31.490186014785074,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,Preprotein cleavage,30.283208490620467,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,Preprotein cleavage,28.749867691822352,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,Preprotein cleavage,27.512183824439465,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,Preprotein cleavage,28.825712455246084,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,Preprotein cleavage,28.985109135224633,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,Preprotein cleavage,33.017098444614916,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,Preprotein cleavage,29.548114381923757,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,Preprotein cleavage,28.574712337242314,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,Preprotein cleavage,30.533017125187765,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,Preprotein cleavage,28.152561888782152,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,Preprotein cleavage,28.25292022269916,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,Preprotein cleavage,27.64937011762904,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,NAD biosynthesis and metabolism,18.41341804293693,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,NAD biosynthesis and metabolism,17.10365425970637,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,NAD biosynthesis and metabolism,18.985032196405456,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,NAD biosynthesis and metabolism,17.490468728478326,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,NAD biosynthesis and metabolism,18.617387429717045,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,NAD biosynthesis and metabolism,18.304017426490457,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,NAD biosynthesis and metabolism,17.382231386634942,hFB12,2,24,115,Control,Normal
Sample_28,Control,NAD biosynthesis and metabolism,18.222242992246393,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,NAD biosynthesis and metabolism,18.079539432589716,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,NAD biosynthesis and metabolism,18.465066755863763,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,NAD biosynthesis and metabolism,18.525805947106363,hFB12,2,36,202,Control,Normal
Sample_32,Control,NAD biosynthesis and metabolism,17.762408848558966,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,NAD biosynthesis and metabolism,18.51404078725848,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,NAD biosynthesis and metabolism,18.247548898313976,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,NAD biosynthesis and metabolism,18.27805277809402,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,NAD biosynthesis and metabolism,18.049581349637524,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,NAD biosynthesis and metabolism,19.634304458381273,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,NAD biosynthesis and metabolism,19.764491850084447,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,NAD biosynthesis and metabolism,21.115413631419347,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,NAD biosynthesis and metabolism,20.250307312917812,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,NAD biosynthesis and metabolism,19.496663743574363,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,NAD biosynthesis and metabolism,20.412256131614523,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,NAD biosynthesis and metabolism,16.940816971431243,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,NAD biosynthesis and metabolism,18.09369056581927,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,NAD biosynthesis and metabolism,18.025732943524552,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,NAD biosynthesis and metabolism,19.49947109343774,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,NAD biosynthesis and metabolism,19.149993246953795,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,NAD biosynthesis and metabolism,19.9740206465276,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,NAD biosynthesis and metabolism,19.329384760111264,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,Calcium cycle,74.28203237638249,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,Calcium cycle,72.72839657540634,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,Calcium cycle,75.92218186416457,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,Calcium cycle,75.10843848988729,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,Calcium cycle,73.47267817152546,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,Calcium cycle,69.16954560786233,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,Calcium cycle,66.0965969108731,hFB12,2,24,115,Control,Normal
Sample_28,Control,Calcium cycle,63.376159157074795,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,Calcium cycle,53.526668247573575,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,Calcium cycle,56.093838250748746,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,Calcium cycle,54.26448802365624,hFB12,2,36,202,Control,Normal
Sample_32,Control,Calcium cycle,66.29428465937181,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,Calcium cycle,66.26167080076428,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,Calcium cycle,70.34142199761777,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,Calcium cycle,69.1729660482251,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,Calcium cycle,67.15525091728156,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,Calcium cycle,71.54473679334603,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,Calcium cycle,69.22807425772362,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,Calcium cycle,62.161781925626784,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,Calcium cycle,63.96799410591941,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,Calcium cycle,62.46696855214351,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,Calcium cycle,59.41713861888416,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,Calcium cycle,64.83906607480765,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,Calcium cycle,68.6925680121067,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,Calcium cycle,67.4281494095533,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,Calcium cycle,65.60883526263196,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,Calcium cycle,61.42831099023895,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,Calcium cycle,57.887282064354764,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,Calcium cycle,53.726005783230256,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,Propanoate metabolism,13.582806474195946,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,Propanoate metabolism,12.685071952898163,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,Propanoate metabolism,13.791889478178227,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,Propanoate metabolism,13.099870822892514,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,Propanoate metabolism,14.95904851733043,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,Propanoate metabolism,13.639468492137446,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,Propanoate metabolism,12.211084467948275,hFB12,2,24,115,Control,Normal
Sample_28,Control,Propanoate metabolism,12.315463436852726,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,Propanoate metabolism,11.304995326616398,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,Propanoate metabolism,13.250109525494832,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,Propanoate metabolism,12.066627175724703,hFB12,2,36,202,Control,Normal
Sample_32,Control,Propanoate metabolism,11.877401500879833,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,Propanoate metabolism,13.399043304358408,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,Propanoate metabolism,13.127882335635451,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,Propanoate metabolism,14.026563104250672,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,Propanoate metabolism,13.099809757900626,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,Propanoate metabolism,12.858116580327296,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,Propanoate metabolism,13.655503674123977,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,Propanoate metabolism,12.015331347802151,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,Propanoate metabolism,11.411751272035106,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,Propanoate metabolism,11.582216229142922,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,Propanoate metabolism,10.850725445038647,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,Propanoate metabolism,11.061283299536157,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,Propanoate metabolism,12.691244911254774,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,Propanoate metabolism,11.085321292026464,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,Propanoate metabolism,11.188494127379252,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,Propanoate metabolism,12.543123094492236,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,Propanoate metabolism,11.57257851011453,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,Propanoate metabolism,9.704031232658892,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,Calcium uniporter,25.95225009601606,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,Calcium uniporter,25.645746323246865,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,Calcium uniporter,27.678905050342994,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,Calcium uniporter,29.120464049663415,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,Calcium uniporter,31.925840414750457,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,Calcium uniporter,32.30785405165304,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,Calcium uniporter,28.112410398467496,hFB12,2,24,115,Control,Normal
Sample_28,Control,Calcium uniporter,27.0976017496178,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,Calcium uniporter,21.534103345807036,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,Calcium uniporter,21.68016994104789,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,Calcium uniporter,21.818145390719533,hFB12,2,36,202,Control,Normal
Sample_32,Control,Calcium uniporter,21.146281479567897,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,Calcium uniporter,22.454650639365735,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,Calcium uniporter,23.855013652417853,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,Calcium uniporter,24.62617817431869,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,Calcium uniporter,23.55920944642388,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,Calcium uniporter,25.598439693285634,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,Calcium uniporter,25.208628846002036,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,Calcium uniporter,22.07411419046487,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,Calcium uniporter,23.107456773995978,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,Calcium uniporter,22.27200675661828,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,Calcium uniporter,21.86971726553436,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,Calcium uniporter,22.12361006571993,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,Calcium uniporter,25.383972229061854,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,Calcium uniporter,25.549771151460103,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,Calcium uniporter,25.617525807625114,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,Calcium uniporter,24.359431142955703,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,Calcium uniporter,22.289156297302632,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,Calcium uniporter,23.152746190544526,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,Gluconeogenesis,32.058869612011826,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,Gluconeogenesis,29.84059558195775,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,Gluconeogenesis,30.935310467479102,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,Gluconeogenesis,29.042487474495317,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,Gluconeogenesis,26.830009081309168,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,Gluconeogenesis,22.95799047638961,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,Gluconeogenesis,23.2787677457927,hFB12,2,24,115,Control,Normal
Sample_28,Control,Gluconeogenesis,22.51820534705355,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,Gluconeogenesis,23.696242600911294,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,Gluconeogenesis,25.0801771228938,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,Gluconeogenesis,25.084982770640554,hFB12,2,36,202,Control,Normal
Sample_32,Control,Gluconeogenesis,30.18065334555111,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,Gluconeogenesis,30.102401687870326,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,Gluconeogenesis,29.944671910990646,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,Gluconeogenesis,29.97448487343483,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,Gluconeogenesis,30.31390752312938,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,Gluconeogenesis,31.457192604739298,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,Gluconeogenesis,29.171639346310176,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,Gluconeogenesis,27.095120852220358,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,Gluconeogenesis,26.832326487325084,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,Gluconeogenesis,26.56049836951542,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,Gluconeogenesis,26.735918692168372,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,Gluconeogenesis,29.13775506818013,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,Gluconeogenesis,28.75662810136548,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,Gluconeogenesis,27.954174467124457,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,Gluconeogenesis,28.63347165806727,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,Gluconeogenesis,26.886259343884934,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,Gluconeogenesis,27.79607783760715,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,Gluconeogenesis,24.742970308906852,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,fMet processing,8.783665506080151,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,fMet processing,10.049295227341412,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,fMet processing,8.747863929496281,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,fMet processing,9.26239487727029,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,fMet processing,9.325246111630314,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,fMet processing,9.555395847706702,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,fMet processing,9.910398698979238,hFB12,2,24,115,Control,Normal
Sample_28,Control,fMet processing,9.490979894179036,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,fMet processing,9.944818148633296,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,fMet processing,8.949530491070366,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,fMet processing,9.339097006274349,hFB12,2,36,202,Control,Normal
Sample_32,Control,fMet processing,9.10599187841503,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,fMet processing,9.23519597311902,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,fMet processing,9.323633809331625,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,fMet processing,9.56366116567106,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,fMet processing,9.465875789959906,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,fMet processing,9.170809458810119,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,fMet processing,8.795680470669978,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,fMet processing,9.11830896117296,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,fMet processing,9.316640897534096,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,fMet processing,8.396140194032075,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,fMet processing,9.231874163482486,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,fMet processing,10.272631900052854,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,fMet processing,9.931749932088978,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,fMet processing,10.969019278913112,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,fMet processing,10.194041309453159,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,fMet processing,11.033948439522334,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,fMet processing,10.292940560331981,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,fMet processing,9.583105164868837,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,mtDNA modifications,14.150700844693343,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,mtDNA modifications,13.684789199458622,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,mtDNA modifications,14.077121866163646,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,mtDNA modifications,10.176433189490002,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,mtDNA modifications,12.260597327943891,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,mtDNA modifications,12.60532192262002,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,mtDNA modifications,10.587764237040648,hFB12,2,24,115,Control,Normal
Sample_28,Control,mtDNA modifications,11.65463208940064,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,mtDNA modifications,10.077052610763795,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,mtDNA modifications,10.424513631427155,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,mtDNA modifications,11.458473840215852,hFB12,2,36,202,Control,Normal
Sample_32,Control,mtDNA modifications,12.753085092917177,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,mtDNA modifications,13.45833722744568,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,mtDNA modifications,10.94511109556182,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,mtDNA modifications,11.240357583207455,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,mtDNA modifications,10.065037575034683,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,mtDNA modifications,10.309568822802447,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,mtDNA modifications,10.102635325385762,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,mtDNA modifications,11.328834896409315,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,mtDNA modifications,11.582213762438052,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,mtDNA modifications,9.3932651679813155,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,mtDNA modifications,7.818996217168232,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,mtDNA modifications,11.29168115565476,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,mtDNA modifications,11.567860879199166,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,mtDNA modifications,12.921618788109232,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,mtDNA modifications,12.747556860997358,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,mtDNA modifications,12.117468465454664,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,mtDNA modifications,11.79860226434404,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,mtDNA modifications,12.28270707050178,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,Eicosanoid metabolism,35.56447408666722,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,Eicosanoid metabolism,34.05590216005559,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,Eicosanoid metabolism,38.38806056649439,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,Eicosanoid metabolism,34.738794168466626,hFB12,2,15,68.08,Control,Normal
Sample_25,Control,Eicosanoid metabolism,38.347678901916986,hFB12,2,18,83.08,Control,Normal
Sample_26,Control,Eicosanoid metabolism,38.88399978830555,hFB12,2,21,98.08,Control,Normal
Sample_27,Control,Eicosanoid metabolism,35.29286004127316,hFB12,2,24,115,Control,Normal
Sample_28,Control,Eicosanoid metabolism,32.67154117767894,hFB12,2,27,134.96,Control,Normal
Sample_29,Control,Eicosanoid metabolism,29.685377283756022,hFB12,2,30,157.92,Control,Normal
Sample_30,Control,Eicosanoid metabolism,36.03925745399902,hFB12,2,33,180.88,Control,Normal
Sample_31,Control,Eicosanoid metabolism,34.174024711496045,hFB12,2,36,202,Control,Normal
Sample_32,Control,Eicosanoid metabolism,32.10891133588315,hFB13,2,6,22.08,Control,Normal
Sample_33,Control,Eicosanoid metabolism,30.76466430452394,hFB13,2,9,38.04,Control,Normal
Sample_34,Control,Eicosanoid metabolism,34.27663207201347,hFB13,2,12,53.04,Control,Normal
Sample_35,Control,Eicosanoid metabolism,33.46815946361734,hFB13,2,15,68.29,Control,Normal
Sample_36,Control,Eicosanoid metabolism,29.949376989803415,hFB13,2,18,83.17,Control,Normal
Sample_37,Control,Eicosanoid metabolism,32.513599445430785,hFB13,2,21,98.13,Control,Normal
Sample_38,Control,Eicosanoid metabolism,31.750512323756606,hFB13,2,24,115.33,Control,Normal
Sample_39,Control,Eicosanoid metabolism,29.528129926699936,hFB13,2,27,136.29,Control,Normal
Sample_40,Control,Eicosanoid metabolism,29.1290949724266,hFB13,2,30,158.21,Control,Normal
Sample_41,Control,Eicosanoid metabolism,31.72775407397863,hFB13,2,33,182.08,Control,Normal
Sample_42,Control,Eicosanoid metabolism,34.952079410787796,hFB13,2,36,202.25,Control,Normal
Sample_43,Control,Eicosanoid metabolism,31.77918129755603,hFB14,2,10,22.42,Control,Normal
Sample_44,Control,Eicosanoid metabolism,33.44344371046607,hFB14,2,13,39.13,Control,Normal
Sample_45,Control,Eicosanoid metabolism,36.36547070424582,hFB14,2,16,55.04,Control,Normal
Sample_46,Control,Eicosanoid metabolism,33.29759259201139,hFB14,2,19,70.13,Control,Normal
Sample_47,Control,Eicosanoid metabolism,36.315166479057766,hFB14,2,22,85.08,Control,Normal
Sample_48,Control,Eicosanoid metabolism,35.10728621701607,hFB14,2,25,100.29,Control,Normal
Sample_49,Control,Eicosanoid metabolism,35.29805371542359,hFB14,2,31,140.38,Control,Normal
Sample_21,Control,Vitamin B12 metabolism,25.415175044092628,hFB12,2,6,21.21,Control,Normal
Sample_22,Control,Vitamin B12 metabolism,24.40209428992413,hFB12,2,9,37.33,Control,Normal
Sample_23,Control,Vitamin B12 metabolism,25.343146617596624,hFB12,2,12,52.96,Control,Normal
Sample_24,Control,Vitamin B12 metabolism,24.564088047937947,hFB12,2,15,68.08,Control,Normal
