Gene,Cerebrum,Cerebellum,Brainstem,Spinal cord,Kidney,Liver,Heart,Skeletal muscle,Adipose,Small intestine,Large intestine,Stomach,Placenta,Testis
Cox6a1,10000000000,3162277660.1683793,10000000000,7943282347.242822,25118864315.09582,10000000000,1000000000,79432823.47242822,6309573444.801943,19952623149.688828,15848931924.611109,10000000000,7943282347.242822,6309573444.801943
Acads,125892541.17941661,100000000,125892541.17941661,158489319.2461111,19952623149.688828,19952623149.688828,12589254117.941662,2511886431.509582,15848931924.611109,10000000000,19952623149.688828,7943282347.242822,10000000000,5011872336.272715
Ndufv2,12589254117.941662,10000000000,10000000000,10000000000,7943282347.242822,3162277660.1683793,10000000000,1995262314.9688828,6309573444.801943,3162277660.1683793,7943282347.242822,5011872336.272715,3162277660.1683793,1584893192.4611108
Iars2,10000000000,10000000000,12589254117.941662,1000000000,12589254117.941662,3162277660.1683793,3981071705.5349693,5011872336.272715,10000000000,1995262314.9688828,10000000000,3981071705.5349693,7943282347.242822,12589254117.941662
Coq6,79432823.47242822,10000000,5000000,125892541.17941661,316227766.01683795,251188643.1509582,794328234.7242821,398107170.5534969,630957344.4801943,316227766.01683795,158489319.2461111,251188643.1509582,158489319.2461111,100000000
Atp5k,7943282347.242822,5011872336.272715,7943282347.242822,3162277660.1683793,15848931924.611109,5011872336.272715,6309573444.801943,1000000000,5011872336.272715,10000000000,12589254117.941662,7943282347.242822,3981071705.5349693,3162277660.1683793
Idh3b,19952623149.688828,7943282347.242822,31622776601.683792,6309573444.801943,12589254117.941662,630957344.4801943,19952623149.688828,19952623149.688828,15848931924.611109,10000000000,7943282347.242822,3981071705.5349693,10000000000,3981071705.5349693
Ndufa6,12589254117.941662,7943282347.242822,19952623149.688828,10000000000,19952623149.688828,6309573444.801943,10000000000,2511886431.509582,6309573444.801943,10000000000,7943282347.242822,10000000000,7943282347.242822,2511886431.509582
Letm1,10000000000,6309573444.801943,7943282347.242822,6309573444.801943,15848931924.611109,5011872336.272715,1995262314.9688828,2511886431.509582,6309573444.801943,15848931924.611109,15848931924.611109,3981071705.5349693,3162277660.1683793,1995262314.9688828
Atpaf2,251188643.1509582,199526231.49688828,199526231.49688828,79432823.47242822,25059361.681363624,125892541.17941661,199526231.49688828,50118723.36272725,251188643.1509582,63095734.448019296,158489319.2461111,125892541.17941661,251188643.1509582,100000000
Rtn4ip1,316227766.01683795,251188643.1509582,630957344.4801943,158489319.2461111,3162277660.1683793,501187233.6272715,1584893192.4611108,1000000000,630957344.4801943,398107170.5534969,794328234.7242821,316227766.01683795,199526231.49688828,316227766.01683795
Mrpl43,398107170.5534969,251188643.1509582,501187233.6272715,125892541.17941661,1000000000,316227766.01683795,125892541.17941661,100000000,398107170.5534969,501187233.6272715,1258925411.794166,100000000,501187233.6272715,398107170.5534969
Abhd11,31622776.60168379,15811388.300841896,50118723.36272725,398107170.5534969,630957344.4801943,501187233.6272715,501187233.6272715,39810717.05534969,1000000000,398107170.5534969,1000000000,50118723.36272725,398107170.5534969,630957344.4801943
Timm50,251188643.1509582,794328234.7242821,1000000000,158489319.2461111,2511886431.509582,501187233.6272715,794328234.7242821,630957344.4801943,2511886431.509582,501187233.6272715,1000000000,316227766.01683795,2511886431.509582,1584893192.4611108
Mrpl28,63095734.448019296,39810717.05534969,79432823.47242822,79432823.47242822,19905358.527674846,100000000,50118723.36272725,19905358.527674846,316227766.01683795,316227766.01683795,630957344.4801943,50118723.36272725,794328234.7242821,251188643.1509582
Sdhaf2,39810717.05534969,31622776.60168379,79432823.47242822,79432823.47242822,3981071.7055349695,158489319.2461111,15848931.924611142,1990535.8527674847,63095734.448019296,79432823.47242822,50118723.36272725,31622776.60168379,125892541.17941661,100000000
Ndufb8,6309573444.801943,3981071705.5349693,7943282347.242822,3981071705.5349693,6309573444.801943,2511886431.509582,5011872336.272715,3162277660.1683793,3981071705.5349693,2511886431.509582,6309573444.801943,3981071705.5349693,1995262314.9688828,1995262314.9688828
Dld,15848931924.611109,5011872336.272715,12589254117.941662,10000000000,31622776601.683792,6309573444.801943,39810717055.34969,15848931924.611109,31622776601.683792,39810717055.34969,7943282347.242822,15848931924.611109,19952623149.688828,12589254117.941662
Ndufs2,5011872336.272715,1584893192.4611108,3162277660.1683793,2511886431.509582,6309573444.801943,2511886431.509582,12589254117.941662,6309573444.801943,5011872336.272715,12589254117.941662,3162277660.1683793,7943282347.242822,3981071705.5349693,1584893192.4611108
Ndufv1,6309573444.801943,1584893192.4611108,3981071705.5349693,3162277660.1683793,10000000000,2511886431.509582,19952623149.688828,6309573444.801943,6309573444.801943,15848931924.611109,3162277660.1683793,7943282347.242822,5011872336.272715,1584893192.4611108
Opa1,19952623149.688828,25118864315.09582,15848931924.611109,3981071705.5349693,12589254117.941662,3162277660.1683793,1995262314.9688828,2511886431.509582,3981071705.5349693,1000000000,2511886431.509582,2511886431.509582,2511886431.509582,2511886431.509582
Immt,39810717055.34969,31622776601.683792,39810717055.34969,25118864315.09582,79432823472.42822,12589254117.941662,25118864315.09582,25118864315.09582,25118864315.09582,15848931924.611109,25118864315.09582,25118864315.09582,15848931924.611109,15848931924.611109
Apool,251188643.1509582,100000000,100000000,398107170.5534969,1584893192.4611108,630957344.4801943,1995262314.9688828,79432823.47242822,3981071705.5349693,1584893192.4611108,1995262314.9688828,1258925411.794166,1995262314.9688828,1258925411.794166
Lonp1,10000000000,12589254117.941662,10000000000,1000000000,25118864315.09582,10000000000,3162277660.1683793,7943282347.242822,10000000000,1995262314.9688828,15848931924.611109,10000000000,10000000000,10000000000
Letmd1,199526231.49688828,100000000,19952623.149688788,50118723.36272725,63095734.448019296,19952623.149688788,9976311.574844394,9976311.574844394,1258925411.794166,100000000,39810717.05534969,9976311.574844394,251188643.1509582,199526231.49688828
Pdk4,15848931.924611142,158489.3192461114,39810717.05534969,15848931.924611142,15848931.924611142,19952623.149688788,50118723.36272725,1995262314.9688828,251188643.1509582,125892541.17941661,39810717.05534969,25118864.315095823,79244.6596230557,79432823.47242822
Mtif2,100000000,63095734.448019296,125892541.17941661,199526231.49688828,316227766.01683795,158489319.2461111,15848931.924611142,79432823.47242822,251188643.1509582,100000000,398107170.5534969,79432823.47242822,158489319.2461111,316227766.01683795
Ndufs8,5011872336.272715,5011872336.272715,7943282347.242822,3981071705.5349693,3981071705.5349693,2511886431.509582,7943282347.242822,1584893192.4611108,3981071705.5349693,3162277660.1683793,5011872336.272715,3162277660.1683793,3162277660.1683793,794328234.7242821
Ndufs7,7943282347.242822,5011872336.272715,10000000000,3981071705.5349693,7943282347.242822,5011872336.272715,7943282347.242822,3162277660.1683793,5011872336.272715,6309573444.801943,7943282347.242822,5011872336.272715,5011872336.272715,1258925411.794166
Mrrf,794328234.7242821,398107170.5534969,794328234.7242821,630957344.4801943,100000000,398107170.5534969,199526231.49688828,15848931.924611142,398107170.5534969,158489319.2461111,630957344.4801943,79432823.47242822,501187233.6272715,251188643.1509582
Mrpl2,12559432.157547912,12559432.157547912,12559432.157547912,25118864.315095823,12559432.157547912,39810717.05534969,39810717.05534969,12559432.157547912,100000000,25118864.315095823,251188643.1509582,12559432.157547912,316227766.01683795,199526231.49688828
Gfm2,19952623.149688788,79432823.47242822,31622776.60168379,125892541.17941661,1995262314.9688828,501187233.6272715,39810717.05534969,630957344.4801943,501187233.6272715,125892541.17941661,1258925411.794166,125892541.17941661,630957344.4801943,251188643.1509582
Timm9,1258925411.794166,630957344.4801943,794328234.7242821,316227766.01683795,1000000000,398107170.5534969,125892541.17941661,39810717.05534969,630957344.4801943,630957344.4801943,398107170.5534969,199526231.49688828,630957344.4801943,501187233.6272715
Pitrm1,1995262314.9688828,1584893192.4611108,2511886431.509582,100000000,6309573444.801943,794328234.7242821,125892541.17941661,2511886431.509582,5011872336.272715,398107170.5534969,6309573444.801943,2511886431.509582,25118864315.09582,7943282347.242822
Acadm,1000000000,316227766.01683795,398107170.5534969,1258925411.794166,63095734448.019424,19952623149.688828,39810717055.34969,3981071705.5349693,25118864315.09582,15848931924.611109,7943282347.242822,12589254117.941662,7943282347.242822,3981071705.5349693
Supv3l1,398107170.5534969,398107170.5534969,125892541.17941661,125892541.17941661,63095734.448019296,39810717.05534969,31622776.60168379,39810717.05534969,316227766.01683795,15811388.300841896,398107170.5534969,50118723.36272725,398107170.5534969,398107170.5534969
Mrpl1,63095734.448019296,19952623.149688788,7924465.962305571,79432823.47242822,7924465.962305571,79432823.47242822,50118723.36272725,7924465.962305571,316227766.01683795,199526231.49688828,1000000000,15848931.924611142,630957344.4801943,199526231.49688828
Aco2,158489319246.11108,158489319246.11108,199526231496.88828,100000000000,316227766016.83795,50118723362.72715,199526231496.88828,199526231496.88828,125892541179.41661,100000000000,100000000000,79432823472.42822,50118723362.72715,39810717055.34969
Coq10a,199526231.49688828,125892541.17941661,251188643.1509582,63095734.448019296,199526231.49688828,19952623.149688788,1584893192.4611108,1000000000,316227766.01683795,9976311.574844394,100000000,158489319.2461111,9976311.574844394,9976311.574844394
Samm50,1584893192.4611108,316227766.01683795,794328234.7242821,501187233.6272715,2511886431.509582,630957344.4801943,3162277660.1683793,2511886431.509582,3162277660.1683793,1995262314.9688828,1000000000,1995262314.9688828,2511886431.509582,1000000000
Mrps2,125892541.17941661,100000000,79432823.47242822,63095734.448019296,9976311.574844394,125892541.17941661,19952623.149688788,9976311.574844394,199526231.49688828,158489319.2461111,316227766.01683795,19952623.149688788,630957344.4801943,79432823.47242822
Surf1,63095734.448019296,31622776.60168379,63095734.448019296,100000000,63095734.448019296,158489319.2461111,15811388.300841896,15811388.300841896,316227766.01683795,39810717.05534969,251188643.1509582,31622776.60168379,501187233.6272715,50118723.36272725
Mrpl44,12589254.117941663,6294627.058970831,6294627.058970831,15848931.924611142,6294627.058970831,15848931.924611142,79432823.47242822,6294627.058970831,199526231.49688828,251188643.1509582,794328234.7242821,25118864.315095823,501187233.6272715,251188643.1509582
Phb,12589254117.941662,6309573444.801943,7943282347.242822,12589254117.941662,10000000000,25118864315.09582,10000000000,1000000000,15848931924.611109,15848931924.611109,15848931924.611109,6309573444.801943,31622776601.683792,12589254117.941662
Guf1,15848931.924611142,25118864.315095823,31622776.60168379,50118723.36272725,31622776.60168379,25118864.315095823,1581138.8300841898,63095734.448019296,50118723.36272725,3162277.6601683795,158489319.2461111,31622776.60168379,19952623.149688788,5011872.336272725
Polrmt,31622776.60168379,79432823.47242822,15848931.924611142,3162277.6601683795,158489319.2461111,1581138.8300841898,1581138.8300841898,5011872.336272725,3162277.6601683795,1581138.8300841898,199526231.49688828,7943282.347242822,25118864.315095823,31622776.60168379
Ghitm,251188643.1509582,125892541.17941661,316227766.01683795,100000000,251188643.1509582,125892541.17941661,15848931.924611142,19952623.149688788,316227766.01683795,398107170.5534969,794328234.7242821,794328234.7242821,501187233.6272715,794328234.7242821
Timm13,630957344.4801943,199526231.49688828,1258925411.794166,398107170.5534969,1258925411.794166,1995262314.9688828,39810717.05534969,39810717.05534969,630957344.4801943,1584893192.4611108,630957344.4801943,316227766.01683795,1258925411.794166,794328234.7242821
Cpt2,398107170.5534969,199526231.49688828,1995262314.9688828,1995262314.9688828,31622776601.683792,25118864315.09582,15848931924.611109,6309573444.801943,25118864315.09582,12589254117.941662,15848931924.611109,5011872336.272715,7943282347.242822,15848931924.611109
Mrpl10,630957344.4801943,316227766.01683795,501187233.6272715,199526231.49688828,251188643.1509582,398107170.5534969,199526231.49688828,31622776.60168379,158489319.2461111,251188643.1509582,794328234.7242821,50118723.36272725,1258925411.794166,398107170.5534969
Mto1,3971641.173621411,12589254.117941663,3971641.173621411,10000000,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,3971641.173621411,7943282.347242822,10000000,3971641.173621411
Prdx3,15848931924.611109,12589254117.941662,31622776601.683792,10000000000,19952623149.688828,15848931924.611109,12589254117.941662,5011872336.272715,25118864315.09582,6309573444.801943,15848931924.611109,6309573444.801943,12589254117.941662,15848931924.611109
Cox7a2,10000000000,3162277660.1683793,5011872336.272715,1000000000,6309573444.801943,3162277660.1683793,31622776.60168379,251188643.1509582,1584893192.4611108,2511886431.509582,63095734.448019296,2511886431.509582,1995262314.9688828,5011872336.272715
Atp5j,1995262314.9688828,1584893192.4611108,1995262314.9688828,501187233.6272715,10000000000,3981071705.5349693,794328234.7242821,794328234.7242821,5011872336.272715,7943282347.242822,1584893192.4611108,1000000000,1584893192.4611108,1584893192.4611108
Iba57,125892541.17941661,100000000,199526231.49688828,25118864.315095823,251188643.1509582,125892541.17941661,100000000,6294627.058970831,158489319.2461111,12589254.117941663,316227766.01683795,63095734.448019296,199526231.49688828,100000000
Mrpl40,398107170.5534969,199526231.49688828,251188643.1509582,199526231.49688828,316227766.01683795,316227766.01683795,19905358.527674846,39810717.05534969,251188643.1509582,199526231.49688828,1258925411.794166,79432823.47242822,630957344.4801943,251188643.1509582
Hibch,1584893192.4611108,1258925411.794166,3981071705.5349693,1000000000,7943282347.242822,6309573444.801943,6309573444.801943,3981071705.5349693,15848931924.611109,1258925411.794166,2511886431.509582,3981071705.5349693,2511886431.509582,2511886431.509582
Ndufs6,2511886431.509582,1584893192.4611108,3981071705.5349693,1258925411.794166,5011872336.272715,1995262314.9688828,398107170.5534969,630957344.4801943,2511886431.509582,3162277660.1683793,1995262314.9688828,1584893192.4611108,1584893192.4611108,1000000000
Oxct1,7943282347.242822,3162277660.1683793,2511886431.509582,1584893192.4611108,25118864315.09582,199053585.27674845,19952623149.688828,1000000000,15848931924.611109,12589254117.941662,5011872336.272715,31622776601.683792,7943282347.242822,398107170.5534969
Gatd3a,19952623149.688828,15848931924.611109,25118864315.09582,10000000000,15848931924.611109,10000000000,19952623149.688828,2511886431.509582,7943282347.242822,1000000000,2511886431.509582,6309573444.801943,7943282347.242822,5011872336.272715
Ndufb9,7943282347.242822,3981071705.5349693,7943282347.242822,5011872336.272715,1995262314.9688828,3981071705.5349693,7943282347.242822,1258925411.794166,3981071705.5349693,3162277660.1683793,6309573444.801943,3162277660.1683793,3981071705.5349693,1995262314.9688828
Cox6c,19952623149.688828,15848931924.611109,25118864315.09582,6309573444.801943,63095734448.019424,12589254117.941662,12589254117.941662,3162277660.1683793,7943282347.242822,25118864315.09582,19952623149.688828,12589254117.941662,7943282347.242822,10000000000
Sod2,31622776601.683792,19952623149.688828,39810717055.34969,25118864315.09582,39810717055.34969,25118864315.09582,31622776601.683792,3981071705.5349693,15848931924.611109,7943282347.242822,10000000000,10000000000,3981071705.5349693,7943282347.242822
Ndufb5,6309573444.801943,5011872336.272715,7943282347.242822,5011872336.272715,6309573444.801943,3162277660.1683793,3981071705.5349693,1995262314.9688828,3981071705.5349693,5011872336.272715,5011872336.272715,5011872336.272715,3162277660.1683793,2511886431.509582
Hadh,1584893192.4611108,1258925411.794166,2511886431.509582,3162277660.1683793,50118723362.72715,39810717055.34969,50118723362.72715,1258925411.794166,39810717055.34969,50118723362.72715,39810717055.34969,15848931924.611109,25118864315.09582,19952623149.688828
Fech,398107170.5534969,79432823.47242822,199526231.49688828,501187233.6272715,398107170.5534969,2511886431.509582,100000000,501187233.6272715,1000000000,158489319.2461111,199526231.49688828,79432823.47242822,2511886431.509582,1995262314.9688828
Lias,6294627.058970831,6294627.058970831,39810717.05534969,6294627.058970831,6294627.058970831,6294627.058970831,6294627.058970831,12589254.117941663,158489319.2461111,6294627.058970831,39810717.05534969,6294627.058970831,316227766.01683795,6294627.058970831
Nfs1,398107170.5534969,100000000,398107170.5534969,199526231.49688828,794328234.7242821,199526231.49688828,63095734.448019296,125892541.17941661,316227766.01683795,79432823.47242822,251188643.1509582,199526231.49688828,794328234.7242821,794328234.7242821
Fdx1,39810717.05534969,39810717.05534969,100000000,31622776.60168379,1584893192.4611108,3981071705.5349693,63095734.448019296,39810717.05534969,630957344.4801943,630957344.4801943,398107170.5534969,100000000,1258925411.794166,3162277660.1683793
Mrm1,1581138.8300841898,1581138.8300841898,1581138.8300841898,3162277.6601683795,1581138.8300841898,1581138.8300841898,1581138.8300841898,1581138.8300841898,1581138.8300841898,1581138.8300841898,1581138.8300841898,1581138.8300841898,15848931.924611142,15848931.924611142
Mrps18a,63095734.448019296,7924465.962305571,25118864.315095823,15848931.924611142,7924465.962305571,125892541.17941661,63095734.448019296,7924465.962305571,79432823.47242822,125892541.17941661,398107170.5534969,15848931.924611142,398107170.5534969,50118723.36272725
Malsu1,10000000,2511886.4315095823,1255943.2157547912,1255943.2157547912,1255943.2157547912,6309573.44480193,1255943.2157547912,1255943.2157547912,1255943.2157547912,7943282.347242822,50118723.36272725,1255943.2157547912,19952623.149688788,1255943.2157547912
Gatb,19952623.149688788,2505936.1681363625,2505936.1681363625,2505936.1681363625,2505936.1681363625,2505936.1681363625,2505936.1681363625,19952623.149688788,19952623.149688788,2505936.1681363625,2505936.1681363625,5011872.336272725,2505936.1681363625,10000000
Yars2,3971641.173621411,3971641.173621411,50118723.36272725,63095734.448019296,79432823.47242822,3971641.173621411,3971641.173621411,3971641.173621411,25118864.315095823,50118723.36272725,63095734.448019296,7943282.347242822,158489319.2461111,63095734.448019296
Fxn,100000000,100000000,316227766.01683795,79432823.47242822,794328234.7242821,630957344.4801943,125892541.17941661,79432823.47242822,63095734.448019296,158489319.2461111,199526231.49688828,79432823.47242822,251188643.1509582,501187233.6272715
Idh3g,7943282347.242822,1995262314.9688828,10000000000,2511886431.509582,6309573444.801943,501187233.6272715,10000000000,10000000000,7943282347.242822,3981071705.5349693,3981071705.5349693,2511886431.509582,6309573444.801943,1000000000
Mrps28,398107170.5534969,316227766.01683795,501187233.6272715,199526231.49688828,398107170.5534969,251188643.1509582,50118723.36272725,63095734.448019296,316227766.01683795,316227766.01683795,1000000000,125892541.17941661,316227766.01683795,158489319.2461111
Timm44,199526231.49688828,39810717.05534969,63095734.448019296,316227766.01683795,630957344.4801943,630957344.4801943,501187233.6272715,158489319.2461111,794328234.7242821,794328234.7242821,1258925411.794166,1000000000,1584893192.4611108,1000000000
Clpx,7943282.347242822,125892541.17941661,158489319.2461111,125892541.17941661,1258925411.794166,1000000000,10000000,398107170.5534969,1258925411.794166,10000000,1000000000,316227766.01683795,398107170.5534969,1000000000
Mrpl3,79432823.47242822,25118864.315095823,63095734.448019296,15848931.924611142,199526231.49688828,50118723.36272725,19952623.149688788,31622776.60168379,125892541.17941661,199526231.49688828,501187233.6272715,7924465.962305571,501187233.6272715,199526231.49688828
Mecr,630957344.4801943,501187233.6272715,1000000000,199526231.49688828,3162277660.1683793,1584893192.4611108,398107170.5534969,630957344.4801943,7943282347.242822,794328234.7242821,6309573444.801943,2511886431.509582,1995262314.9688828,1584893192.4611108
Slc25a20,199526231.49688828,199526231.49688828,398107170.5534969,501187233.6272715,1995262314.9688828,6309573444.801943,5011872336.272715,79432823.47242822,5011872336.272715,3162277660.1683793,5011872336.272715,501187233.6272715,1584893192.4611108,2511886431.509582
Slc25a4,158489319246.11108,100000000000,251188643150.95822,199526231496.88828,100000000000,19952623149.688828,316227766016.83795,125892541179.41661,63095734448.019424,125892541179.41661,100000000000,100000000000,100000000000,50118723362.72715
Mtch2,5011872336.272715,1995262314.9688828,2511886431.509582,7943282347.242822,6309573444.801943,7943282347.242822,3162277660.1683793,501187233.6272715,10000000000,19952623149.688828,10000000000,3981071705.5349693,10000000000,31622776601.683792
Pdk2,316227766.01683795,79432823.47242822,125892541.17941661,251188643.1509582,398107170.5534969,125892541.17941661,630957344.4801943,1000000000,794328234.7242821,1000000000,316227766.01683795,251188643.1509582,7943282.347242822,158489319.2461111
Cox6b1,10000000000,6309573444.801943,12589254117.941662,3981071705.5349693,25118864315.09582,10000000000,15848931924.611109,1995262314.9688828,10000000000,19952623149.688828,12589254117.941662,10000000000,7943282347.242822,3162277660.1683793
Vdac1,39810717055.34969,19952623149.688828,31622776601.683792,25118864315.09582,31622776601.683792,7943282347.242822,31622776601.683792,10000000000,19952623149.688828,31622776601.683792,25118864315.09582,15848931924.611109,31622776601.683792,12589254117.941662
Mrpl4,100000000,31547867.224009648,63095734.448019296,100000000,63095734.448019296,63095734.448019296,31547867.224009648,31547867.224009648,199526231.49688828,199526231.49688828,501187233.6272715,31547867.224009648,1000000000,125892541.17941661
Mrps14,63095734.448019296,63095734.448019296,79432823.47242822,25118864.315095823,316227766.01683795,63095734.448019296,5000000,10000000,50118723.36272725,125892541.17941661,316227766.01683795,19952623.149688788,316227766.01683795,100000000
Hspa9,19952623149.688828,10000000000,25118864315.09582,25118864315.09582,125892541179.41661,39810717055.34969,19952623149.688828,12589254117.941662,50118723362.72715,39810717055.34969,50118723362.72715,19952623149.688828,50118723362.72715,25118864315.09582
Ndufa9,15848931924.611109,7943282347.242822,19952623149.688828,12589254117.941662,25118864315.09582,6309573444.801943,25118864315.09582,2511886431.509582,15848931924.611109,12589254117.941662,15848931924.611109,7943282347.242822,10000000000,5011872336.272715
Ndufa2,6309573444.801943,3981071705.5349693,6309573444.801943,2511886431.509582,7943282347.242822,2511886431.509582,3981071705.5349693,501187233.6272715,3162277660.1683793,5011872336.272715,5011872336.272715,7943282347.242822,1584893192.4611108,1258925411.794166
Iscu,158489319.2461111,158489319.2461111,501187233.6272715,501187233.6272715,1000000000,316227766.01683795,63095734.448019296,3162277.6601683795,501187233.6272715,158489319.2461111,316227766.01683795,79432823.47242822,398107170.5534969,501187233.6272715
C1qbp,15848931924.611109,19952623149.688828,12589254117.941662,10000000000,1258925411.794166,6309573444.801943,1584893192.4611108,1000000000,3981071705.5349693,5011872336.272715,6309573444.801943,1995262314.9688828,12589254117.941662,7943282347.242822
Afg1l,25118864.315095823,15848931.924611142,7924465.962305571,25118864.315095823,7924465.962305571,7924465.962305571,125892541.17941661,7924465.962305571,50118723.36272725,25118864.315095823,158489319.2461111,158489319.2461111,50118723.36272725,7924465.962305571
Micos10,2511886431.509582,1995262314.9688828,1995262314.9688828,251188643.1509582,1995262314.9688828,630957344.4801943,794328234.7242821,39810717.05534969,1258925411.794166,1000000000,501187233.6272715,794328234.7242821,199526231.49688828,158489319.2461111
Cox17,1581138.8300841898,1581138.8300841898,1581138.8300841898,1581138.8300841898,1581138.8300841898,1581138.8300841898,3162277.6601683795,1581138.8300841898,79432823.47242822,39810717.05534969,1581138.8300841898,1581138.8300841898,125892541.17941661,158489319.2461111
Uqcc1,794328234.7242821,501187233.6272715,1584893192.4611108,630957344.4801943,7924465.962305571,15848931.924611142,7924465.962305571,50118723.36272725,100000000,79432823.47242822,158489319.2461111,158489319.2461111,316227766.01683795,199526231.49688828
Mrpl33,63095734.448019296,39810717.05534969,50118723.36272725,1995262.3149688789,25118864.315095823,79432823.47242822,997631.1574844394,997631.1574844394,15848931.924611142,50118723.36272725,997631.1574844394,12589254.117941663,100000000,79432823.47242822
Acadl,1258925411.794166,316227766.01683795,1258925411.794166,2511886431.509582,31622776601.683792,19952623149.688828,79432823472.42822,10000000000,19952623149.688828,15848931924.611109,6309573444.801943,25118864315.09582,12589254117.941662,10000000000
Ndufs4,7943282347.242822,6309573444.801943,12589254117.941662,5011872336.272715,12589254117.941662,3162277660.1683793,3981071705.5349693,3162277660.1683793,5011872336.272715,3162277660.1683793,6309573444.801943,5011872336.272715,3162277660.1683793,1995262314.9688828
Phb2,7943282347.242822,3162277660.1683793,5011872336.272715,10000000000,12589254117.941662,12589254117.941662,7943282347.242822,630957344.4801943,15848931924.611109,19952623149.688828,19952623149.688828,5011872336.272715,25118864315.09582,15848931924.611109
Bckdhb,39810717.05534969,100000000,158489319.2461111,39810717.05534969,19905358.527674846,3162277660.1683793,1258925411.794166,251188643.1509582,3162277660.1683793,19905358.527674846,158489319.2461111,1584893192.4611108,125892541.17941661,316227766.01683795
Mrps12,125892541.17941661,79432823.47242822,158489319.2461111,50118723.36272725,12559432.157547912,125892541.17941661,25118864.315095823,12559432.157547912,63095734.448019296,63095734.448019296,251188643.1509582,31622776.60168379,316227766.01683795,100000000
Mcat,5000000,5000000,5000000,10000000,158489319.2461111,39810717.05534969,5000000,12589254.117941663,251188643.1509582,15848931.924611142,79432823.47242822,15848931.924611142,251188643.1509582,316227766.01683795
Mrpl24,316227766.01683795,199526231.49688828,199526231.49688828,39810717.05534969,1255943.2157547912,158489319.2461111,100000000,2511886.4315095823,158489319.2461111,251188643.1509582,501187233.6272715,15848931.924611142,794328234.7242821,63095734.448019296
Mrpl13,501187233.6272715,316227766.01683795,630957344.4801943,158489319.2461111,630957344.4801943,398107170.5534969,125892541.17941661,50118723.36272725,398107170.5534969,316227766.01683795,1584893192.4611108,125892541.17941661,630957344.4801943,316227766.01683795
Pcca,3981071705.5349693,3162277660.1683793,3981071705.5349693,3162277660.1683793,63095734448.019424,12589254117.941662,3162277660.1683793,3162277660.1683793,25118864315.09582,2511886431.509582,10000000000,15848931924.611109,3162277660.1683793,5011872336.272715
Mrpl17,100000000,79432823.47242822,158489319.2461111,39810717.05534969,100000000,158489319.2461111,39810717.05534969,15848931.924611142,158489319.2461111,251188643.1509582,794328234.7242821,31622776.60168379,316227766.01683795,125892541.17941661
Aifm1,2511886431.509582,794328234.7242821,2511886431.509582,2511886431.509582,25118864315.09582,15848931924.611109,5011872336.272715,3162277660.1683793,10000000000,6309573444.801943,10000000000,12589254117.941662,7943282347.242822,5011872336.272715
Cox4i1,25118864315.09582,19952623149.688828,39810717055.34969,19952623149.688828,63095734448.019424,19952623149.688828,31622776601.683792,6309573444.801943,12589254117.941662,25118864315.09582,39810717055.34969,31622776601.683792,19952623149.688828,31622776601.683792
Ndufaf4,1000000000,630957344.4801943,1000000000,501187233.6272715,398107170.5534969,1584893192.4611108,501187233.6272715,100000000,316227766.01683795,100000000,501187233.6272715,158489319.2461111,125892541.17941661,199526231.49688828
